F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63
2,2,4,,,,330,331,,13,,1,2,3,4,13,,,,,,,,,,,,1,2,3,4,,6,,,10000,10000,6,,,4,4,1,2,3,4,5,10,14,,,,,,8,9,3,9,2,20,4,2,
2,2,4,,,,330,331,,13,,1,2,4,,,,,,,,,,,,,,1,2,,4,,,,,28202.4,,98,,,5,5,1,2,3,7,11,14,,,,,,,12,10,4,13,2,20,4,2,
2,2,4,,,,330,331,,13,,1,4,16,,,,,,,,,,,,,,1,,,4,,,7,,21866,,98,,,5,,,,,,,,,,,,,,11,5,2,12,1,20,4,2,
2,2,4,,,,330,331,,13,,10,,,,,,,,,,,,,,,,,,,,,6,,,8071.9,8071.9,6,,,4,4,2,14,10,,,,,,,,,,2,12,4,2,1,20,4,2,
2,2,4,,,,334,335,,13,,1,13,17,9,16,4,3,11,,,,,,,,,1,,3,4,,6,7,8,8962.4,8962.4,6,,,5,,,,,,,,,,,,,,64,7,3,97,2,20,4,2,
2,2,4,,,,343,344,,13,,1,9,13,3,,,,,,,,,,,,,1,,3,,,6,,,7842.1,7842.1,6,,,5,,,,,,,,,,,,,,49,7,3,97,2,20,4,2,
2,2,4,,,,350,351,,13,,6,1,2,,,,,,,,,,,,,,1,2,,,5,,,,20000,,98,,,4,5,2,4,9,,,,,,,,,,58,10,4,15,1,20,4,2,
2,2,4,,,,359,360,,13,,1,5,,,,,,,,,,,,,,,1,,,,5,,,,5753.64534530092,5753.64534530092,6,,,5,3,2,3,4,14,,,,,,,,,80,8,3,97,1,20,4,2,
2,2,4,,,,360,361,,13,,1,2,4,6,7,13,,,,,,,,,,,1,2,,4,5,6,,,6721.8,6721.8,6,,,4,,,,,,,,,,,,,,11,7,3,12,2,20,4,2,
2,2,4,,,,360,361,,13,,1,4,13,17,16,,,,,,,,,,,,1,,,4,,6,7,8,11337.6,,98,,,5,4,1,2,3,4,6,10,11,14,,,,,1,9,3,1,2,20,4,2,
2,2,4,,,,360,361,,13,,5,12,1,3,,,,,,,,,,,,,1,,3,,5,6,,,9863.39202051586,9863.39202051586,6,,,4,3,1,2,3,4,6,7,8,9,10,14,,,8,8,3,9,2,20,4,2,
2,2,4,,,,361,362,,13,,1,2,,,,,,,,,,,,,,,1,2,,,,,,,16937.6693766938,,98,,,3,3,1,14,2,,,,,,,,,,2,10,4,2,2,20,4,2,
2,2,4,,,,364,365,,13,,1,,,,,,,,,,,,,,,,1,,,,,,,,17318.1164816515,,98,,,4,2,1,2,4,10,11,14,,,,,,,2,11,4,2,1,20,4,2,
2,2,4,,,,364,365,,13,,1,,,,,,,,,,,,,,,,1,,,,,,,,7475,7475,6,,,5,4,7,6,1,2,3,5,12,14,,,,,2,11,4,2,1,20,4,2,
2,2,4,,,,364,365,,13,,1,,,,,,,,,,,,,,,,1,,,,,,,,8866.11283015188,8866.11283015188,6,,,4,4,2,4,5,6,7,8,10,12,14,,,,2,12,4,2,2,20,4,2,
2,2,4,,,,364,365,,13,,1,13,3,17,,,,,,,,,,,,,1,,3,,,6,,8,2000,2000,4,,,5,,,,,,,,,,,,,,8,6,2,9,2,20,4,2,
2,2,4,,,,364,365,,13,,1,17,13,,,,,,,,,,,,,,1,,,,,6,,8,18885.2,,98,,,4,4,1,2,3,5,6,7,14,,,,,,2,12,4,2,2,20,4,2,
2,2,4,,,,364,365,,13,,1,2,,,,,,,,,,,,,,,1,2,,,,,,,66366.3588926773,,98,,,4,4,1,2,3,4,5,6,7,8,9,10,12,14,2,9,3,2,1,20,4,2,
2,2,4,,,,364,365,,13,,1,2,13,,,,,,,,,,,,,,1,2,,,,6,,,17940,,98,,,4,2,1,2,3,10,11,14,,,,,,,2,11,4,2,2,20,4,2,
2,2,4,,,,364,365,,13,,1,2,3,,,,,,,,,,,,,,1,2,3,,,,,,12988.5873612386,,98,,,4,4,1,2,3,14,5,6,10,,,,,,10,11,4,11,2,20,4,2,
2,2,4,,,,364,365,,13,,1,2,3,11,,,,,,,,,,,,,1,2,3,,,6,,,12800,,98,,,5,,,,,,,,,,,,,,8,7,3,9,2,20,4,2,
2,2,4,,,,364,365,,13,,1,2,3,13,17,,,,,,,,,,,,1,2,3,,,6,,8,22000,,98,,,5,3,1,2,3,4,6,9,10,11,14,,,,8,11,4,9,2,20,4,2,
2,2,4,,,,364,365,,13,,1,2,3,17,13,,,,,,,,,,,,1,2,3,,,6,,8,17247.6,,98,,,5,5,1,2,3,4,5,6,7,10,11,14,,,1,12,4,1,2,20,4,2,
2,2,4,,,,364,365,,13,,1,2,3,4,,,,,,,,,,,,,1,2,3,4,,,,,7431.6,7431.6,6,,,4,,,,,,,,,,,,,,10,6,2,11,1,20,4,2,
2,2,4,,,,364,365,,13,,1,2,3,4,13,16,17,,,,,,,,,,1,2,3,4,,6,7,8,20000,,98,,,5,,,,,,,,,,,,,,8,6,2,9,1,30,4,2,
2,2,4,,,,364,365,,13,,1,2,3,4,13,17,,,,,,,,,,,1,2,3,4,,6,,8,25543.8,,98,,,5,,,,,,,,,,,,,,12,6,2,13,2,30,4,2,
2,2,4,,,,364,365,,13,,1,2,3,4,15,,,,,,,,,,,,1,2,3,4,,,7,,8866.11283015188,8866.11283015188,6,,,5,2,1,2,3,4,5,6,10,9,14,,,,1,12,4,1,2,20,4,2,
2,2,4,,,,364,365,,13,,1,2,4,13,17,,,,,,,,,,,,1,2,,4,,6,,8,7561.93388239549,7561.93388239549,6,,,5,4,1,2,3,4,7,8,10,12,14,,,,1,8,3,1,1,20,4,2,
2,2,4,,,,364,365,,13,,1,4,13,16,,,,,,,,,,,,,1,,,4,,6,7,,35916,,98,,,5,3,1,2,3,6,7,9,10,14,,,,,12,12,4,13,2,20,4,2,
2,2,4,,,,364,365,,13,,11,,,,,,,,,,,,,,,,,,,,,6,,,11227.4848829936,,98,,,5,,,,,,,,,,,,,,21,5,2,97,2,20,4,2,
2,2,4,,,,364,365,,13,,12,1,7,,,,,,,,,,,,,,1,,,,5,6,,,7979.50154713669,7979.50154713669,6,,,5,4,1,2,3,4,10,11,14,,,,,,18,12,4,97,2,20,4,2,
2,2,4,,,,364,365,,13,,14,,,,,,,,,,,,,,,,,,,,,,7,,5081.30081300813,5081.30081300813,6,,,5,2,14,10,,,,,,,,,,,21,10,4,97,1,20,4,2,
2,2,4,,,,364,365,,13,,15,,,,,,,,,,,,,,,,,,,,,,7,,11872,,98,,,5,2,1,2,3,9,10,14,,,,,,,2,10,4,2,1,20,4,2,
2,2,4,,,,364,365,,13,,16,,,,,,,,,,,,,,,,,,,,,,7,,12000,,98,,,5,5,14,1,2,3,,,,,,,,,80,10,4,97,1,20,4,2,
2,2,4,,,,364,365,,13,,2,,,,,,,,,,,,,,,,,2,,,,,,,12184,,98,,,4,4,1,2,12,14,,,,,,,,,2,12,4,2,2,20,4,2,
2,2,4,,,,364,365,,13,,2,,,,,,,,,,,,,,,,,2,,,,,,,14000,,98,,,5,3,14,2,,,,,,,,,,,8,12,4,9,2,20,4,2,
2,2,4,,,,364,365,,13,,2,1,,,,,,,,,,,,,,,1,2,,,,,,,10388,,98,,,5,5,1,2,3,14,,,,,,,,,2,10,4,2,2,20,4,2,
2,2,4,,,,364,365,,13,,4,1,,,,,,,,,,,,,,,1,,,4,,,,,13854.4931853212,,98,,,4,5,1,2,3,4,5,9,10,12,14,,,,2,11,4,2,1,20,4,2,
2,2,4,,,,49,50,50,11,,10,,,,,,,,,,,,,,,,,,,,,6,,,9284,9284,6,185.68,2,5,,,,,,,,,,,,,,1,6,2,1,1,30,4,2,
2,2,4,,,,60,61,,12,,1,,,,,,,,,,,,,,,,1,,,,,,,,1872,1872,4,,,3,,,,,,,,,,,,,,45,5,2,97,2,20,4,2,
2,2,4,,,,60,61,,12,1,12,,,,,,,,,,,,,,,,,,,,,6,,,4000,4000,6,,,4,3,2,3,13,,,,,,,,,,20,9,3,97,1,50,4,2,1
2,2,4,,,,75,76,,12,,1,2,,,,,,,,,,,,,,,1,2,,,,,,,2152.8,2152.8,5,,,4,,,,,,,,,,,,,,1,5,2,1,2,20,4,2,
2,2,4,,,,79,80,,12,1,1,16,,,,,,,,,,,,,,,1,,,,,,7,,6092,6092,6,,,4,4,1,2,14,3,,,,,,,,,2,12,4,2,2,40,4,2,1
2,2,4,,,,89,90,,12,,1,,,,,,,,,,,,,,,,1,,,,,,,,1603.92641185622,1603.92641185622,4,,,3,,,,,,,,,,,,,,8,5,2,9,1,30,4,2,
2,2,4,,,,89,90,,12,,1,2,3,13,,,,,,,,,,,,,1,2,3,,,6,,,1400,1400,3,,,5,,,,,,,,,,,,,,2,6,2,2,2,20,4,2,
2,2,4,,,,90,91,,13,1,1,,,,,,,,,,,,,,,,1,,,,,,,,3807.5,3807.5,6,,,4,4,11,2,8,14,,,,,,,,,2,12,4,2,2,20,4,2,1
2,2,4,,,,90,91,,13,1,1,,,,,,,,,,,,,,,,1,,,,,,,,4876.36205658353,4876.36205658353,6,,,4,4,14,1,2,,,,,,,,,,2,12,4,2,1,20,4,2,1
2,2,4,,,,90,91,,13,1,1,,,,,,,,,,,,,,,,1,,,,,,,,8659.05824082573,8659.05824082573,6,,,4,4,14,1,2,,,,,,,,,,2,11,4,2,1,20,4,2,1
2,2,4,,,,90,91,,13,1,1,,,,,,,,,,,,,,,,1,,,,,,,,9138,9138,6,,,5,3,4,2,1,14,,,,,,,,,2,12,4,2,2,20,4,2,1
2,2,4,,,,90,91,,13,1,1,17,,,,,,,,,,,,,,,1,,,,,,,8,7183.2,7183.2,6,,,5,5,2,3,7,11,13,,,,,,,,12,12,4,13,2,20,4,2,1
2,2,4,,,,90,91,,13,1,1,4,,,,,,,,,,,,,,,1,,,4,,,,,5830.5,5830.5,6,,,4,4,1,2,3,8,4,5,6,7,11,14,,,2,11,4,2,2,20,4,2,1
2,2,4,,,,90,91,,13,1,13,,,,,,,,,,,,,,,,,,,,,6,,,2741.4,2741.4,5,,,4,4,14,,,,,,,,,,,,2,12,4,2,2,20,4,2,1
2,2,4,,,,90,91,,13,1,13,1,,,,,,,,,,,,,,,1,,,,,6,,,1523,1523,4,,,4,3,1,14,,,,,,,,,,,2,12,4,2,2,20,4,2,1
2,2,4,,,,90,91,,13,1,14,,,,,,,,,,,,,,,,,,,,,,7,,2284.5,2284.5,5,,,3,4,2,14,,,,,,,,,,,2,12,4,2,2,20,4,2,1
2,2,4,,,,90,91,,13,1,14,,,,,,,,,,,,,,,,,,,,,,7,,5482.8,5482.8,6,,,5,4,14,2,,,,,,,,,,,2,12,4,2,1,20,4,2,1
2,2,4,,,,90,91,,13,1,14,1,,,,,,,,,,,,,,,1,,,,,,7,,2990,2990,5,,,4,4,1,2,14,,,,,,,,,,2,11,4,2,2,20,4,2,1
2,2,4,,,,90,91,,13,1,2,1,,,,,,,,,,,,,,,1,2,,,,,,,2990,2990,5,,,5,4,1,2,3,4,5,6,10,14,,,,,2,11,4,2,2,20,4,2,1
2,2,4,,,,99,100,,13,1,7,,,,,,,,,,,,,,,,,,,,5,,,,3807.5,3807.5,6,,,5,4,2,14,,,,,,,,,,,2,12,4,2,1,20,4,2,1
20,4,1,6,1,2,30,31,31,11,,1,,,,,,,,,,,,,,,,1,,,,,,,,2790.3,2790.3,5,90.0096774193548,1,5,,,,,,,,,,,,,,1,7,3,1,2,50,1,4,
20,4,2,1,2,,179,180,,13,,1,,,,,,,,,,,,,,,,1,,,,,,,,17260.9360359027,,98,,,3,4,1,2,3,,,,,,,,,,2,8,3,2,1,30,2,4,
20,4,2,1,2,4,149,150,,13,,1,2,3,4,,,,,,,,,,,,,1,2,3,4,,,,,11200,,98,,,4,,,,,,,,,,,,,,2,6,2,2,1,30,2,4,
20,4,2,1,3,5,330,331,,13,,4,,,,,,,,,,,,,,,,,,,4,,,,,2216.52820753797,2216.52820753797,5,,,5,4,1,3,,,,,,,,,,,2,12,4,2,2,40,2,4,
20,4,2,13,,,180,181,,13,,3,,,,,,,,,,,,,,,,,,3,,,,,,6402.61226580445,6402.61226580445,6,,,5,,,,,,,,,,,,,,2,6,2,2,1,20,2,4,
20,4,2,13,,,20,21,21,11,,1,2,,,,,,,,,,,,,,,1,2,,,,,,,3000,3000,5,142.857142857143,2,5,,,,,,,,,,,,,,8,5,2,9,2,30,2,4,
20,4,2,13,,,29,30,30,11,1,1,,,,,,,,,,,,,,,,1,,,,,,,,10000,10000,6,333.333333333333,4,3,5,1,2,,,,,,,,,,,8,12,4,9,2,60,2,4,1
20,4,2,13,,,300,301,,13,,2,,,,,,,,,,,,,,,,,2,,,,,,,12703.2520325203,,98,,,4,4,2,,,,,,,,,,,,2,10,4,2,2,40,2,4,
20,4,2,13,,,60,61,,12,,2,,,,,,,,,,,,,,,,,2,,,,,,,2790.3,2790.3,5,,,5,,,,,,,,,,,,,,1,7,3,1,2,50,2,4,
20,4,2,13,,,60,61,,12,,5,,,,,,,,,,,,,,,,,,,,5,,,,3249.4,3249.4,6,,,5,,,,,,,,,,,,,,1,6,2,1,2,50,2,4,
20,4,2,13,,,84,85,,12,,14,,,,,,,,,,,,,,,,,,,,,,7,,16039.2641185622,,98,,,5,,,,,,,,,,,,,,1,5,2,1,1,60,2,4,
20,4,2,13,,,90,91,,13,,7,1,,,,,,,,,,,,,,,1,,,,5,,,,2806.87122074839,2806.87122074839,5,,,5,,,,,,,,,,,,,,1,5,2,1,2,50,2,4,
20,4,2,13,,,92,93,,13,1,1,2,,,,,,,,,,,,,,,1,2,,,,,,,2700,2700,5,,,4,5,1,2,,,,,,,,,,,8,8,3,9,1,60,2,4,1
20,4,2,2,13,,179,180,,13,,11,,,,,,,,,,,,,,,,,,,,,6,,,4899.71908277259,4899.71908277259,6,,,4,,,,,,,,,,,,,,2,7,3,2,2,50,2,4,
20,4,3,,,,10,11,11,11,2,1,,,,,,,,,,,,,,,,1,,,,,,,,3674.5,3674.5,6,334.045454545455,4,4,5,13,,,,,,,,,,,,4,10,4,4,1,50,3,4,2
20,4,3,,,,10,11,11,11,2,3,,,,,,,,,,,,,,,,,,3,,,,,,4788.8,4788.8,6,435.345454545455,5,5,5,13,,,,,,,,,,,,11,12,4,12,1,40,3,4,2
20,4,3,,,,140,141,,13,2,2,1,,,,,,,,,,,,,,,1,2,,,,,,,28746,,98,,,4,5,13,,,,,,,,,,,,1,12,4,1,1,40,3,4,2
20,4,3,,,,180,181,,13,,1,17,,,,,,,,,,,,,,,1,,,,,,,8,16332.3969425753,,98,,,4,,,,,,,,,,,,,,2,7,3,2,2,20,3,4,
20,4,3,,,,20,21,21,11,,1,10,,,,,,,,,,,,,,,1,,,,,6,,,4000,4000,6,190.47619047619,2,4,,,,,,,,,,,,,,4,7,3,4,1,50,3,4,
20,4,3,,,,20,21,21,11,2,1,3,2,14,,,,,,,,,,,,,1,2,3,,,,7,,5639.2,5639.2,6,268.533333333333,3,4,4,1,2,4,6,10,13,,,,,,,2,10,4,2,1,30,3,4,2
20,4,3,,,,21,22,22,11,2,1,2,13,15,,,,,,,,,,,,,1,2,,,,6,7,,3525.3,3525.3,6,160.240909090909,2,5,5,13,,,,,,,,,,,,11,10,4,12,1,50,3,4,2
20,4,3,,,,21,22,22,11,2,7,2,,,,,,,,,,,,,,,,2,,,5,,,,5875.5,5875.5,6,267.068181818182,3,5,5,13,,,,,,,,,,,,11,10,4,12,1,50,3,4,2
20,4,3,,,,240,241,,13,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1,2,3,4,5,6,7,,29640.9214092141,,98,,,4,4,13,,,,,,,,,,,,2,10,4,2,1,50,3,4,
20,4,3,,,,29,30,30,11,,1,2,,,,,,,,,,,,,,,1,2,,,,,,,1443.5337706706,1443.5337706706,3,48.1177923556867,1,4,,,,,,,,,,,,,,1,5,2,1,1,40,3,4,
20,4,3,,,,30,31,31,11,,7,,,,,,,,,,,,,,,,,,,,5,,,,3207.85282371245,3207.85282371245,6,103.479123345563,2,5,,,,,,,,,,,,,,8,5,2,9,1,30,3,4,
20,4,3,,,,30,31,31,11,2,1,2,,,,,,,,,,,,,,,1,2,,,,,,,2929.2,2929.2,5,94.4903225806452,1,5,5,2,13,,,,,,,,,,,4,11,4,4,1,50,3,4,2
20,4,3,,,,330,331,,13,,2,1,9,,,,,,,,,,,,,,1,2,,,,6,,,39897.5077356834,,98,,,4,3,2,1,13,,,,,,,,,,2,12,4,2,1,30,3,4,
20,4,3,,,,330,331,,13,,4,,,,,,,,,,,,,,,,,,,4,,,,,12000,,98,,,5,5,2,13,3,10,,,,,,,,,8,12,4,9,1,60,3,4,
20,4,3,,,,364,365,,13,,2,1,,,,,,,,,,,,,,,1,2,,,,,,,18720,,98,,,5,,,,,,,,,,,,,,1,5,2,1,2,20,3,4,
20,4,3,,,,4,5,5,5,2,1,,,,,,,,,,,,,,,,1,,,,,,,,4076.45,4076.45,6,815.29,7,5,3,13,,,,,,,,,,,,64,11,4,97,1,50,3,4,2
20,4,3,,,,50,51,51,11,2,12,,,,,,,,,,,,,,,,,,,,,6,,,17626.5,,98,,,4,5,13,,,,,,,,,,,,11,10,4,12,1,40,3,4,2
20,4,3,,,,60,61,,12,,13,,,,,,,,,,,,,,,,,,,,,6,,,2995.2,2995.2,5,,,5,,,,,,,,,,,,,,1,5,2,1,1,60,3,4,
20,4,3,,,,7,8,8,8,2,7,,,,,,,,,,,,,,,,,,,,5,,,,5000,5000,6,625,6,5,5,13,,,,,,,,,,,,11,10,4,12,1,60,3,4,2
20,4,3,,,,72,73,,12,1,7,,,,,,,,,,,,,,,,,,,,5,,,,5749.2,5749.2,6,,,4,4,13,,,,,,,,,,,,1,12,4,1,1,30,3,4,1
20,4,3,,,,84,85,,12,2,2,1,,,,,,,,,,,,,,,1,2,,,,,,,1523,1523,4,,,4,4,1,2,13,,,,,,,,,,2,12,4,2,1,30,3,4,2
20,4,3,,,,90,91,,13,1,1,2,3,6,4,,,,,,,,,,,,1,2,3,4,5,,,,3810.9756097561,3810.9756097561,6,,,5,5,2,13,3,4,14,,,,,,,,11,10,4,12,2,20,3,4,1
20,4,4,,,,120,121,,13,,4,1,,,,,,,,,,,,,,,1,,,4,,,,,5660,5660,6,,,3,,,,,,,,,,,,,,2,7,3,2,1,20,4,4,
20,4,4,,,,149,150,,13,,1,,,,,,,,,,,,,,,,1,,,,,,,,24498.5954138629,,98,,,4,,,,,,,,,,,,,,2,7,3,2,2,20,4,4,
20,4,4,,,,20,21,21,11,,13,,,,,,,,,,,,,,,,,,,,,6,,,640.261226580445,640.261226580445,2,30.488629837164,1,5,,,,,,,,,,,,,,37,6,2,97,1,40,4,4,
20,4,4,,,,30,31,31,11,,1,3,,,,,,,,,,,,,,,1,,3,,,,,,2599.52,2599.52,5,83.8554838709677,1,4,,,,,,,,,,,,,,1,6,2,1,1,50,4,4,
22,4,3,,,,14,15,15,11,,1,9,,,,,,,,,,,,,,,1,,,,,6,,,3331.8,3331.8,6,222.12,3,4,,,,,,,,,,,,,,11,6,2,12,1,40,3,4,
26,4,3,,,,90,91,,13,2,13,,,,,,,,,,,,,,,,,,,,,6,,,3800,3800,6,,,5,5,3,2,13,,,,,,,,,,8,12,4,9,1,60,3,4,2
28,4,4,,,,69,70,,12,,3,,,,,,,,,,,,,,,,,,3,,,,,,8019.63205928112,8019.63205928112,6,,,5,,,,,,,,,,,,,,10,5,2,11,1,60,4,4,
3,3,1,1,2,5,179,180,,13,,1,2,3,,,,,,,,,,,,,,1,2,3,,,,,,4952.5,4952.5,6,,,4,,,,,,,,,,,,,,2,7,3,2,2,20,1,3,
3,3,1,10,11,2,299,300,,13,,2,8,,,,,,,,,,,,,,,,2,,,5,,,,4234.41734417344,4234.41734417344,6,,,3,4,2,3,14,,,,,,,,,,2,10,4,2,2,20,1,3,
3,3,1,12,1,8,90,91,,13,,1,2,4,7,,,,,,,,,,,,,1,2,,4,5,,,,55530,,98,,,5,,,,,,,,,,,,,,12,6,2,13,2,50,1,3,
3,3,1,13,,,22,23,23,11,1,1,,,,,,,,,,,,,,,,1,,,,,,,,2876.82267265046,2876.82267265046,5,125.079246636976,2,2,3,1,,,,,,,,,,,,10,8,3,11,2,20,1,3,1
3,3,1,13,,,45,46,46,11,,1,,,,,,,,,,,,,,,,1,,,,,,,,2186.6,2186.6,5,47.5347826086957,1,5,,,,,,,,,,,,,,11,5,2,12,2,20,1,3,
3,3,1,13,1,4,153,154,,13,,1,,,,,,,,,,,,,,,,1,,,,,,,,1633.23969425753,1633.23969425753,4,,,5,,,,,,,,,,,,,,8,7,3,9,1,20,1,3,
3,3,1,2,,,89,90,,12,,1,3,,,,,,,,,,,,,,,1,,3,,,,,,65329.5877703012,,98,,,5,,,,,,,,,,,,,,2,7,3,2,1,50,1,3,
3,3,1,3,1,,89,90,,12,,1,,,,,,,,,,,,,,,,1,,,,,,,,6000,6000,6,,,5,,,,,,,,,,,,,,8,6,2,9,1,20,1,3,
3,3,1,3,1,4,150,151,,13,,8,3,17,,,,,,,,,,,,,,,,3,,5,,,8,6721.8,6721.8,6,,,5,,,,,,,,,,,,,,12,7,3,13,2,20,1,3,
3,3,1,4,3,,119,120,,13,,1,,,,,,,,,,,,,,,,1,,,,,,,,3207.85282371245,3207.85282371245,6,,,5,,,,,,,,,,,,,,12,5,2,13,2,20,1,3,
3,3,1,6,1,,270,271,,13,,1,17,3,13,9,,,,,,,,,,,,1,,3,,,6,,8,2733.25,2733.25,5,,,5,,,,,,,,,,,,,,11,5,2,12,2,20,1,3,
3,3,2,1,2,7,300,301,,13,1,1,2,3,4,13,,,,,,,,,,,,1,2,3,4,,6,,,1693.76693766938,1693.76693766938,4,,,5,5,1,2,,,,,,,,,,,2,10,4,2,1,30,2,3,1
3,3,2,1,3,5,300,301,,13,,2,,,,,,,,,,,,,,,,,2,,,,,,,17732.2256603038,,98,,,4,4,1,3,,,,,,,,,,,2,12,4,2,1,20,2,3,
3,3,2,11,13,,30,31,31,11,1,11,,,,,,,,,,,,,,,,,,,,,6,,,2000,2000,4,64.5161290322581,1,5,5,1,,,,,,,,,,,,8,12,4,9,1,50,2,3,1
3,3,2,12,,,89,90,,12,1,1,,,,,,,,,,,,,,,,1,,,,,,,,2400,2400,5,,,4,4,2,3,4,6,10,11,,,,,,,8,9,3,9,2,30,2,3,1
3,3,2,13,,,10,11,11,11,2,11,,,,,,,,,,,,,,,,,,,,,6,,,1446.284,1446.284,3,131.480363636364,2,3,4,16,,,,,,,,,,,,9,9,3,10,1,30,2,3,2
3,3,2,13,,,120,121,,13,1,2,,,,,,,,,,,,,,,,,2,,,,,,,4000,4000,6,,,4,4,2,11,,,,,,,,,,,8,9,3,9,1,40,2,3,1
3,3,2,13,,,120,121,,13,1,4,,,,,,,,,,,,,,,,,,,4,,,,,5392.26666003003,5392.26666003003,6,,,5,5,2,3,,,,,,,,,,,7,9,3,6,2,30,2,3,1
3,3,2,13,,,123,124,,13,,13,10,,,,,,,,,,,,,,,,,,,,6,,,4000,4000,6,,,5,,,,,,,,,,,,,,8,7,3,9,2,30,2,3,
3,3,2,13,,,150,151,,13,,1,2,3,4,5,6,7,8,9,10,11,13,15,,,,1,2,3,4,5,6,7,,9000,9000,6,,,5,,,,,,,,,,,,,,6,7,3,8,1,20,2,3,
3,3,2,13,,,150,151,,13,,2,1,,,,,,,,,,,,,,,1,2,,,,,,,2041.54961782191,2041.54961782191,5,,,4,,,,,,,,,,,,,,78,7,3,15,2,30,2,3,
3,3,2,13,,,150,151,,13,1,1,,,,,,,,,,,,,,,,1,,,,,,,,2659.83384904556,2659.83384904556,5,,,4,4,2,1,,,,,,,,,,,2,12,4,2,2,30,2,3,1
3,3,2,13,,,152,153,,13,,2,,,,,,,,,,,,,,,,,2,,,,,,,2000,2000,4,,,5,,,,,,,,,,,,,,7,7,3,6,2,40,2,3,
3,3,2,13,,,180,181,,13,,1,,,,,,,,,,,,,,,,1,,,,,,,,6532.95877703012,6532.95877703012,6,,,4,,,,,,,,,,,,,,2,7,3,2,1,20,2,3,
3,3,2,13,,,180,181,,13,1,1,,,,,,,,,,,,,,,,1,,,,,,,,6200,6200,6,,,5,5,1,2,,,,,,,,,,,8,12,4,9,2,30,2,3,1
3,3,2,13,,,180,181,,13,1,1,2,4,,,,,,,,,,,,,,1,2,,4,,,,,3200,3200,6,,,5,5,1,2,3,11,,,,,,,,,8,11,4,9,2,60,2,3,1
3,3,2,13,,,180,181,,13,1,2,,,,,,,,,,,,,,,,,2,,,,,,,2879.40379403794,2879.40379403794,5,,,5,5,2,16,,,,,,,,,,,244,10,4,15,2,50,2,3,1
3,3,2,13,,,180,181,,13,1,3,12,,,,,,,,,,,,,,,,,3,,,6,,,3463.62329633029,3463.62329633029,6,,,5,5,1,2,3,,,,,,,,,,58,11,4,15,2,50,2,3,1
3,3,2,13,,,210,211,,13,,1,3,,,,,,,,,,,,,,,1,,3,,,,,,4977.4769169508,4977.4769169508,6,,,4,5,2,3,,,,,,,,,,,2,9,3,2,2,20,2,3,
3,3,2,13,,,210,211,,13,,2,,,,,,,,,,,,,,,,,2,,,,,,,2488.7384584754,2488.7384584754,5,,,4,4,1,,,,,,,,,,,,2,9,3,2,1,50,2,3,
3,3,2,13,,,215,216,,13,,1,2,4,,,,,,,,,,,,,,1,2,,4,,,,,4931.69601025793,4931.69601025793,6,,,4,5,1,2,3,8,,,,,,,,,2,8,3,2,1,30,2,3,
3,3,2,13,,,215,216,,13,,2,3,,,,,,,,,,,,,,,,2,3,,,,,,2465.84800512896,2465.84800512896,5,,,3,3,2,3,11,12,,,,,,,,,2,8,3,2,2,20,2,3,
3,3,2,13,,,240,241,,13,,1,17,,,,,,,,,,,,,,,1,,,,,,,8,4562.68717387156,4562.68717387156,6,,,5,5,4,2,1,3,,,,,,,,,2,9,3,2,1,20,2,3,
3,3,2,13,,,240,241,,13,,1,2,3,,,,,,,,,,,,,,1,2,3,,,,,,6575.5946803439,6575.5946803439,6,,,4,5,1,2,,,,,,,,,,,2,8,3,2,2,20,2,3,
3,3,2,13,,,270,271,,13,,2,,,,,,,,,,,,,,,,,2,,,,,,,3264.8,3264.8,6,,,4,4,1,,,,,,,,,,,,2,10,4,2,1,20,2,3,
3,3,2,13,,,280,281,,13,,14,11,10,,,,,,,,,,,,,,,,,,,6,7,,1000,1000,2,,,4,5,2,3,4,5,6,,,,,,,,100,10,4,15,1,20,2,3,
3,3,2,13,,,29,30,30,11,,1,6,,,,,,,,,,,,,,,1,,,,5,,,,979.943816554518,979.943816554518,2,32.6647938851506,1,5,,,,,,,,,,,,,,9,7,3,10,1,20,2,3,
3,3,2,13,,,290,291,,13,,2,1,,,,,,,,,,,,,,,1,2,,,,,,,10000,10000,6,,,5,5,2,3,4,5,12,,,,,,,,8,11,4,9,1,30,2,3,
3,3,2,13,,,30,31,31,11,,2,1,,,,,,,,,,,,,,,1,2,,,,,,,1603.92641185622,1603.92641185622,4,51.7395616727814,1,5,,,,,,,,,,,,,,11,5,2,12,2,20,2,3,
3,3,2,13,,,30,31,31,11,,4,,,,,,,,,,,,,,,,,,,4,,,,,2000,2000,4,64.5161290322581,1,5,,,,,,,,,,,,,,8,7,3,9,2,50,2,3,
3,3,2,13,,,30,31,31,11,1,1,9,,,,,,,,,,,,,,,1,,,,,6,,,4000,4000,6,129.032258064516,2,5,5,1,2,3,16,,,,,,,,,8,8,3,9,1,20,2,3,1
