F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63
2,2,3,,,,44,45,45,11,2,7,,,,,,,,,,,,,,,,,,,,5,,,,4876.36205658353,4876.36205658353,6,108.363601257412,2,5,4,1,2,13,,,,,,,,,,2,12,4,2,1,30,3,2,2
2,2,3,,,,45,46,46,11,,2,,,,,,,,,,,,,,,,,2,,,,,,,4818.05709805971,4818.05709805971,6,104.74037169695,2,5,,,,,,,,,,,,,,51,7,3,15,1,60,3,2,
2,2,3,,,,45,46,46,11,1,1,2,,,,,,,,,,,,,,,1,2,,,,,,,6300,6300,6,136.95652173913,2,3,3,14,15,,,,,,,,,,,8,8,3,9,1,40,3,2,1
2,2,3,,,,45,46,46,11,1,10,,,,,,,,,,,,,,,,,,,,,6,,,5500,5500,6,119.565217391304,2,4,4,13,,,,,,,,,,,,8,11,4,9,2,30,3,2,1
2,2,3,,,,45,46,46,11,1,8,,,,,,,,,,,,,,,,,,,,5,,,,4669.08,4669.08,6,101.501739130435,2,3,3,13,,,,,,,,,,,,11,12,4,12,1,30,3,2,1
2,2,3,,,,49,50,50,11,1,1,11,13,,,,,,,,,,,,,,1,,,,,6,,,3488.4,3488.4,6,69.768,1,4,3,13,,,,,,,,,,,,10,11,4,11,1,50,3,2,1
2,2,3,,,,5,6,6,6,2,1,,,,,,,,,,,,,,,,1,,,,,,,,2300,2300,5,383.333333333333,4,4,5,13,,,,,,,,,,,,8,12,4,9,1,40,3,2,2
2,2,3,,,,5,6,6,6,2,14,,,,,,,,,,,,,,,,,,,,,,7,,5800,5800,6,966.666666666667,7,4,2,13,,,,,,,,,,,,8,10,4,9,1,30,3,2,2
2,2,3,,,,50,51,51,11,1,1,2,,,,,,,,,,,,,,,1,2,,,,,,,4400,4400,6,86.2745098039216,1,4,3,13,,,,,,,,,,,,8,8,3,9,1,30,3,2,1
2,2,3,,,,50,51,51,11,1,1,7,,,,,,,,,,,,,,,1,,,,5,,,,5241.15,5241.15,6,102.767647058824,2,3,3,13,,,,,,,,,,,,11,11,4,12,1,30,3,2,1
2,2,3,,,,50,51,51,11,1,10,,,,,,,,,,,,,,,,,,,,,6,,,11000,,98,,,4,3,13,15,,,,,,,,,,,8,9,3,9,1,40,3,2,1
2,2,3,,,,50,51,51,11,1,6,16,3,,,,,,,,,,,,,,,,3,,5,,7,,2678,2678,5,52.5098039215686,1,4,4,3,13,,,,,,,,,,,86,9,3,17,2,30,3,2,1
2,2,3,,,,50,51,51,11,1,7,,,,,,,,,,,,,,,,,,,,5,,,,3832.8,3832.8,6,75.1529411764706,1,3,3,13,2,,,,,,,,,,,1,12,4,1,1,30,3,2,1
2,2,3,,,,6,7,7,7,2,2,,,,,,,,,,,,,,,,,2,,,,,,,2993,2993,5,427.571428571429,5,4,5,13,,,,,,,,,,,,12,12,4,13,1,30,3,2,2
2,2,3,,,,60,61,,12,1,1,3,,,,,,,,,,,,,,,1,,3,,,,,,4788.8,4788.8,6,,,5,5,13,,,,,,,,,,,,83,12,4,97,1,50,3,2,1
2,2,3,,,,60,61,,12,1,10,,,,,,,,,,,,,,,,,,,,,6,,,6584.6,6584.6,6,,,4,5,4,13,,,,,,,,,,,11,12,4,12,1,50,3,2,1
2,2,3,,,,60,61,,12,1,2,6,,,,,,,,,,,,,,,,2,,,5,,,,11972,,98,,,5,5,13,,,,,,,,,,,,56,12,4,97,1,30,3,2,1
2,2,3,,,,60,61,,12,1,6,,,,,,,,,,,,,,,,,,,,5,,,,5252.5,5252.5,6,,,3,4,13,1,,,,,,,,,,,1,11,4,1,1,30,3,2,1
2,2,3,,,,60,61,,12,1,6,2,,,,,,,,,,,,,,,,2,,,5,,,,7183.2,7183.2,6,,,4,4,13,,,,,,,,,,,,56,12,4,97,1,30,3,2,1
2,2,3,,,,60,61,,12,1,8,,,,,,,,,,,,,,,,,,,,5,,,,6500,6500,6,,,3,4,14,,,,,,,,,,,,9,10,4,10,2,40,3,2,1
2,2,3,,,,60,61,,12,1,9,,,,,,,,,,,,,,,,,,,,,6,,,5387.4,5387.4,6,,,5,5,2,6,10,13,,,,,,,,,53,12,4,97,1,40,3,2,1
2,2,3,,,,60,61,,12,2,1,,,,,,,,,,,,,,,,1,,,,,,,,7000,7000,6,,,5,5,13,,,,,,,,,,,,51,11,4,15,2,30,3,2,2
2,2,3,,,,62,63,,12,,2,,,,,,,,,,,,,,,,,2,,,,,,,2500,2500,5,,,4,,,,,,,,,,,,,,86,5,2,17,2,30,3,2,
2,2,3,,,,62,63,,12,1,10,,,,,,,,,,,,,,,,,,,,,6,,,2465.84800512896,2465.84800512896,5,,,4,5,13,15,,,,,,,,,,,10,8,3,11,1,30,3,2,1
2,2,3,,,,64,65,,12,1,2,1,,,,,,,,,,,,,,,1,2,,,,,,,7000,7000,6,,,4,5,2,13,,,,,,,,,,,8,11,4,9,1,40,3,2,1
2,2,3,,,,65,66,,12,1,1,,,,,,,,,,,,,,,,1,,,,,,,,4400,4400,6,,,4,2,13,,,,,,,,,,,,62,12,4,15,1,40,3,2,1
2,2,3,,,,7,8,8,8,2,1,,,,,,,,,,,,,,,,1,,,,,,,,2329.4,2329.4,5,291.175,3,4,4,13,,,,,,,,,,,,11,11,4,12,1,40,3,2,2
2,2,3,,,,7,8,8,8,2,1,,,,,,,,,,,,,,,,1,,,,,,,,3000,3000,5,375,4,5,5,13,,,,,,,,,,,,67,12,4,97,1,60,3,2,2
2,2,3,,,,7,8,8,8,2,1,2,,,,,,,,,,,,,,,1,2,,,,,,,9000,9000,6,1125,8,4,3,13,,,,,,,,,,,,8,10,4,9,2,30,3,2,2
2,2,3,,,,7,8,8,8,2,2,,,,,,,,,,,,,,,,,2,,,,,,,429.3,429.3,1,53.6625,1,5,4,1,13,,,,,,,,,,,2,8,3,2,1,30,3,2,2
2,2,3,,,,70,71,,12,1,2,,,,,,,,,,,,,,,,,2,,,,,,,2834.4,2834.4,5,,,5,4,13,2,,,,,,,,,,,1,9,3,1,2,30,3,2,1
2,2,3,,,,70,71,,12,1,5,,,,,,,,,,,,,,,,,,,,5,,,,7200,7200,6,,,4,5,14,2,10,,,,,,,,,,8,10,4,9,1,40,3,2,1
2,2,3,,,,75,76,,12,1,16,1,,,,,,,,,,,,,,,1,,,,,,7,,5000,5000,6,,,5,5,13,2,4,,,,,,,,,,8,10,4,9,2,20,3,2,1
2,2,3,,,,8,9,9,9,2,2,,,,,,,,,,,,,,,,,2,,,,,,,3028.22,3028.22,6,336.468888888889,4,4,5,13,,,,,,,,,,,,56,11,4,97,1,30,3,2,2
2,2,3,,,,80,81,,12,1,11,,,,,,,,,,,,,,,,,,,,,6,,,6584.6,6584.6,6,,,5,5,13,,,,,,,,,,,,10,12,4,11,1,30,3,2,1
2,2,3,,,,80,81,,12,1,14,1,,,,,,,,,,,,,,,1,,,,,,7,,10000,10000,6,,,4,4,2,13,,,,,,,,,,,71,9,3,15,1,40,3,2,1
2,2,3,,,,80,81,,12,1,2,,,,,,,,,,,,,,,,,2,,,,,,,8468.83468834688,8468.83468834688,6,,,4,4,13,,,,,,,,,,,,2,10,4,2,2,30,3,2,1
2,2,3,,,,80,81,,12,1,5,,,,,,,,,,,,,,,,,,,,5,,,,6800,6800,6,,,4,5,13,,,,,,,,,,,,65,12,4,16,1,40,3,2,1
2,2,3,,,,87,88,,12,1,2,,,,,,,,,,,,,,,,,2,,,,,,,479.1,479.1,1,,,5,5,1,13,,,,,,,,,,,1,12,4,1,1,20,3,2,1
2,2,3,,,,89,90,,12,1,3,17,,,,,,,,,,,,,,,,,3,,,,,8,7693,7693,6,,,4,4,2,13,,,,,,,,,,,9,9,3,10,1,20,3,2,1
2,2,3,,,,89,90,,12,2,14,,,,,,,,,,,,,,,,,,,,,,7,,5992,5992,6,,,5,4,1,13,,,,,,,,,,,11,9,3,12,1,50,3,2,2
2,2,3,,,,90,91,,13,,13,,,,,,,,,,,,,,,,,,,,,6,,,8200,8200,6,,,5,,,,,,,,,,,,,,8,7,3,9,1,40,3,2,
2,2,3,,,,90,91,,13,1,1,,,,,,,,,,,,,,,,1,,,,,,,,10000,10000,6,,,4,4,2,3,4,6,11,13,,,,,,,8,11,4,9,2,20,3,2,1
2,2,3,,,,90,91,,13,1,1,2,,,,,,,,,,,,,,,1,2,,,,,,,4000,4000,6,,,5,4,13,,,,,,,,,,,,223,9,3,97,2,30,3,2,1
2,2,3,,,,90,91,,13,1,1,6,,,,,,,,,,,,,,,1,,,,5,,,,12000,,98,,,4,4,13,,,,,,,,,,,,8,10,4,9,1,40,3,2,1
2,2,3,,,,90,91,,13,1,12,,,,,,,,,,,,,,,,,,,,,6,,,6680.5,6680.5,6,,,5,5,2,10,13,,,,,,,,,,10,12,4,11,1,50,3,2,1
2,2,3,,,,90,91,,13,1,15,,,,,,,,,,,,,,,,,,,,,,7,,2480,2480,5,,,4,4,13,,,,,,,,,,,,13,11,4,14,1,40,3,2,1
2,2,3,,,,90,91,,13,1,2,11,,,,,,,,,,,,,,,,2,,,,6,,,7000,7000,6,,,4,3,13,,,,,,,,,,,,8,12,4,9,2,20,3,2,1
2,2,3,,,,90,91,,13,1,2,3,,,,,,,,,,,,,,,,2,3,,,,,,6707.4,6707.4,6,,,4,4,13,,,,,,,,,,,,1,12,4,1,2,30,3,2,1
2,2,3,,,,90,91,,13,1,3,,,,,,,,,,,,,,,,,,3,,,,,,1643.89867008598,1643.89867008598,4,,,4,4,13,1,2,3,,,,,,,,,13,8,3,14,2,30,3,2,1
2,2,3,,,,90,91,,13,1,4,,,,,,,,,,,,,,,,,,,4,,,,,5640.48,5640.48,6,,,5,4,13,2,10,,,,,,,,,,12,10,4,13,2,20,3,2,1
2,2,3,,,,90,91,,13,1,4,,,,,,,,,,,,,,,,,,,4,,,,,6000,6000,6,,,4,4,13,,,,,,,,,,,,130,12,4,15,1,30,3,2,1
2,2,3,,,,94,95,,13,1,2,7,,,,,,,,,,,,,,,,2,,,5,,,,2000,2000,4,,,4,4,13,,,,,,,,,,,,86,9,3,17,1,40,3,2,1
2,2,3,,,,95,96,,13,1,1,5,7,,,,,,,,,,,,,,1,,,,5,,,,11161.8,,98,,,5,5,1,2,3,13,4,,,,,,,,2,8,3,2,1,30,3,2,1
2,2,3,,,,97,98,,13,,2,,,,,,,,,,,,,,,,,2,,,,,,,2000,2000,4,,,5,,,,,,,,,,,,,,86,5,2,17,1,20,3,2,
2,2,4,,,,100,101,,13,,1,3,,,,,,,,,,,,,,,1,,3,,,,,,2004.90801482028,2004.90801482028,5,,,5,,,,,,,,,,,,,,2,5,2,2,1,20,4,2,
2,2,4,,,,119,120,,13,,13,12,1,,,,,,,,,,,,,,1,,,,,6,,,3360,3360,6,,,4,,,,,,,,,,,,,,2,6,2,2,1,30,4,2,
2,2,4,,,,120,121,,13,,1,,,,,,,,,,,,,,,,1,,,,,,,,7668.69,7668.69,6,,,4,,,,,,,,,,,,,,4,7,3,4,2,20,4,2,
2,2,4,,,,120,121,,13,,1,2,,,,,,,,,,,,,,,1,2,,,,,,,5000,5000,6,,,5,,,,,,,,,,,,,,8,7,3,9,2,20,4,2,
2,2,4,,,,120,121,,13,,1,2,,,,,,,,,,,,,,,1,2,,,,,,,5500,5500,6,,,5,,,,,,,,,,,,,,11,6,2,12,2,20,4,2,
2,2,4,,,,120,121,,13,,1,4,,,,,,,,,,,,,,,1,,,4,,,,,1900,1900,4,,,4,,,,,,,,,,,,,,11,7,3,12,1,20,4,2,
2,2,4,,,,120,121,,13,1,1,,,,,,,,,,,,,,,,1,,,,,,,,7158.1,7158.1,6,,,5,4,2,14,,,,,,,,,,,2,12,4,2,2,20,4,2,1
2,2,4,,,,120,121,,13,1,1,,,,,,,,,,,,,,,,1,,,,,,,,7176,7176,6,,,5,5,2,14,1,,,,,,,,,,2,11,4,2,1,20,4,2,1
2,2,4,,,,120,121,,13,1,1,13,,,,,,,,,,,,,,,1,,,,,6,,,5344.4,5344.4,6,,,5,5,2,3,4,5,6,10,14,,,,,,10,12,4,11,2,20,4,2,1
2,2,4,,,,120,121,,13,1,1,2,,,,,,,,,,,,,,,1,2,,,,,,,3352.16,3352.16,6,,,5,5,2,13,11,,,,,,,,,,11,12,4,12,2,20,4,2,1
2,2,4,,,,120,121,,13,1,1,2,,,,,,,,,,,,,,,1,2,,,,,,,5387.4,5387.4,6,,,5,2,1,2,3,10,14,,,,,,,,49,12,4,97,2,20,4,2,1
2,2,4,,,,120,121,,13,1,1,2,4,12,,,,,,,,,,,,,1,2,,4,,6,,,9000,9000,6,,,5,5,1,2,3,10,14,,,,,,,,49,12,4,97,2,20,4,2,1
2,2,4,,,,120,121,,13,1,1,4,,,,,,,,,,,,,,,1,,,4,,,,,3546.44513206075,3546.44513206075,6,,,5,5,1,2,3,14,,,,,,,,,49,12,4,97,1,20,4,2,1
2,2,4,,,,120,121,,13,1,13,17,4,,,,,,,,,,,,,,,,,4,,6,,8,6584.6,6584.6,6,,,5,5,1,4,5,6,14,,,,,,,,11,12,4,12,2,20,4,2,1
2,2,4,,,,120,121,,13,1,2,1,,,,,,,,,,,,,,,1,2,,,,,,,3350.6,3350.6,6,,,4,4,2,14,,,,,,,,,,,2,12,4,2,1,20,4,2,1
2,2,4,,,,120,121,,13,1,5,,,,,,,,,,,,,,,,,,,,5,,,,3989.75077356834,3989.75077356834,6,,,4,5,2,3,10,14,,,,,,,,,29,12,4,97,1,20,4,2,1
2,2,4,,,,123,124,,13,1,1,13,17,,,,,,,,,,,,,,1,,,,,6,,8,7420,7420,6,,,4,4,2,14,4,,,,,,,,,,2,10,4,2,1,20,4,2,1
2,2,4,,,,136,137,,13,,12,1,13,17,,,,,,,,,,,,,1,,,,,6,,8,3360.9,3360.9,6,,,5,,,,,,,,,,,,,,12,7,3,13,2,20,4,2,
2,2,4,,,,140,141,,13,1,1,4,17,2,6,,,,,,,,,,,,1,2,,4,5,,,8,8380.4,8380.4,6,,,5,5,2,3,5,8,10,12,14,,,,,,29,12,4,97,1,20,4,2,1
2,2,4,,,,150,151,,13,,1,3,13,17,,,,,,,,,,,,,1,,3,,,6,,8,8746.4,8746.4,6,,,4,,,,,,,,,,,,,,12,5,2,13,1,20,4,2,
2,2,4,,,,150,151,,13,,1,4,10,,,,,,,,,,,,,,1,,,4,,6,,,4083.09923564382,4083.09923564382,6,,,5,,,,,,,,,,,,,,1,7,3,1,2,20,4,2,
2,2,4,,,,150,151,,13,,4,1,3,13,,,,,,,,,,,,,1,,3,4,,6,,,6532.95877703012,6532.95877703012,6,,,4,,,,,,,,,,,,,,7,7,3,6,2,20,4,2,
2,2,4,,,,150,151,,13,1,1,,,,,,,,,,,,,,,,1,,,,,,,,5081.30081300813,5081.30081300813,6,,,5,4,14,,,,,,,,,,,,2,10,4,2,2,20,4,2,1
2,2,4,,,,150,151,,13,1,1,2,13,,,,,,,,,,,,,,1,2,,,,6,,,9138,9138,6,,,5,2,1,2,3,10,14,,,,,,,,2,12,4,2,2,20,4,2,1
2,2,4,,,,150,151,,13,1,1,3,9,,,,,,,,,,,,,,1,,3,,,6,,,10639.3353961823,,98,,,5,2,1,3,4,14,,,,,,,,,1,12,4,1,1,20,4,2,1
2,2,4,,,,155,156,,13,,1,13,,,,,,,,,,,,,,,1,,,,,6,,,2465.84800512896,2465.84800512896,5,,,4,5,2,3,4,5,14,,,,,,,,83,8,3,97,1,20,4,2,
2,2,4,,,,160,161,,13,1,1,4,,,,,,,,,,,,,,,1,,,4,,,,,5500,5500,6,,,5,5,2,3,10,11,14,,,,,,,,8,12,4,9,2,20,4,2,1
2,2,4,,,,169,170,,13,,1,3,2,13,,,,,,,,,,,,,1,2,3,,,6,,,1800,1800,4,,,5,,,,,,,,,,,,,,13,7,3,14,2,20,4,2,
2,2,4,,,,179,180,,13,,1,13,17,,,,,,,,,,,,,,1,,,,,6,,8,5753.64534530092,5753.64534530092,6,,,2,4,3,4,5,6,14,,,,,,,,11,8,3,12,1,20,4,2,
2,2,4,,,,180,181,,13,,1,,,,,,,,,,,,,,,,1,,,,,,,,5308.02900633697,5308.02900633697,6,,,4,,,,,,,,,,,,,,9,7,3,10,1,20,4,2,
2,2,4,,,,180,181,,13,,1,12,13,16,,,,,,,,,,,,,1,,,,,6,7,,6443.13059384595,6443.13059384595,6,,,4,,,,,,,,,,,,,,22,7,3,97,2,20,4,2,
2,2,4,,,,180,181,,13,,1,13,,,,,,,,,,,,,,,1,,,,,6,,,10890,,98,,,3,5,2,3,4,6,7,10,14,,,,,,4,8,3,4,2,20,4,2,
2,2,4,,,,180,181,,13,,1,2,13,,,,,,,,,,,,,,1,2,,,,6,,,4401.79593274056,4401.79593274056,6,,,5,,,,,,,,,,,,,,9,6,2,10,1,30,4,2,
2,2,4,,,,180,181,,13,,1,2,3,13,17,,,,,,,,,,,,1,2,3,,,6,,8,5500,5500,6,,,4,4,2,3,4,5,6,8,14,,,,,,2,8,3,2,1,20,4,2,
2,2,4,,,,180,181,,13,,1,2,4,13,,,,,,,,,,,,,1,2,,4,,6,,,9100,9100,6,,,5,4,1,2,3,4,6,7,10,14,,,,,8,8,3,9,2,20,4,2,
2,2,4,,,,180,181,,13,,1,3,13,17,,,,,,,,,,,,,1,,3,,,6,,8,10318,,98,,,5,3,1,2,3,4,14,,,,,,,,12,8,3,13,2,20,4,2,
2,2,4,,,,180,181,,13,,13,,,,,,,,,,,,,,,,,,,,,6,,,3266.47938851506,3266.47938851506,6,,,5,,,,,,,,,,,,,,254,7,3,97,1,40,4,2,
2,2,4,,,,180,181,,13,,2,,,,,,,,,,,,,,,,,2,,,,,,,4952.5,4952.5,6,,,5,,,,,,,,,,,,,,2,7,3,2,2,20,4,2,
2,2,4,,,,180,181,,13,1,1,,,,,,,,,,,,,,,,1,,,,,,,,5714.97843894498,5714.97843894498,6,,,4,5,14,,,,,,,,,,,,2,11,4,2,1,20,4,2,1
2,2,4,,,,180,181,,13,1,1,,,,,,,,,,,,,,,,1,,,,,,,,5928.18428184282,5928.18428184282,6,,,4,4,14,,,,,,,,,,,,2,10,4,2,2,20,4,2,1
2,2,4,,,,180,181,,13,1,1,17,,,,,,,,,,,,,,,1,,,,,,,8,7420,7420,6,,,5,5,1,2,3,14,,,,,,,,,2,10,4,2,2,20,4,2,1
2,2,4,,,,180,181,,13,1,1,2,,,,,,,,,,,,,,,1,2,,,,,,,6000,6000,6,,,5,5,1,2,14,,,,,,,,,,8,12,4,9,2,20,4,2,1
2,2,4,,,,180,181,,13,1,1,2,,,,,,,,,,,,,,,1,2,,,,,,,8659.05824082573,8659.05824082573,6,,,4,4,1,2,3,4,14,,,,,,,,2,11,4,2,1,20,4,2,1
2,2,4,,,,180,181,,13,1,1,2,4,,,,,,,,,,,,,,1,2,,4,,,,,7051.42563234696,7051.42563234696,6,,,4,2,1,2,10,11,14,,,,,,,,2,9,3,2,2,20,4,2,1
2,2,4,,,,183,184,,13,,1,17,2,4,,,,,,,,,,,,,1,2,,4,,,,8,10000,10000,6,,,5,5,3,4,6,10,14,,,,,,,,47,8,3,97,2,20,4,2,
2,2,4,,,,210,211,,13,,1,,,,,,,,,,,,,,,,1,,,,,,,,4977.4769169508,4977.4769169508,6,,,5,4,14,1,,,,,,,,,,,2,9,3,2,2,20,4,2,
2,2,4,,,,210,211,,13,,1,13,,,,,,,,,,,,,,,1,,,,,6,,,6596.1,6596.1,6,,,4,4,1,2,3,4,6,10,14,,,,,,1,8,3,1,2,20,4,2,
2,2,4,,,,210,211,,13,,11,1,13,,,,,,,,,,,,,,1,,,,,6,,,16591.5897231693,,98,,,3,4,3,2,4,11,8,10,12,14,,,,,2,9,3,2,1,20,4,2,
2,2,4,,,,210,211,,13,1,14,,,,,,,,,,,,,,,,,,,,,,7,,2540.65040650407,2540.65040650407,5,,,4,4,14,,,,,,,,,,,,2,10,4,2,2,20,4,2,1
2,2,4,,,,210,211,,13,1,16,1,15,,,,,,,,,,,,,,1,,,,,,7,,6092,6092,6,,,5,5,1,2,3,4,5,6,7,14,,,,,2,12,4,2,1,20,4,2,1
2,2,4,,,,219,220,,13,,1,4,,,,,,,,,,,,,,,1,,,4,,,,,4931.69601025793,4931.69601025793,6,,,4,4,2,3,4,14,,,,,,,,,5,8,3,5,2,20,4,2,
2,2,4,,,,240,241,,13,,1,13,17,,,,,,,,,,,,,,1,,,,,6,,8,20964.6,,98,,,5,5,2,3,4,5,6,7,10,14,,,,,12,11,4,13,2,20,4,2,
2,2,4,,,,240,241,,13,,1,2,,,,,,,,,,,,,,,1,2,,,,,,,4500,4500,6,,,4,4,2,7,11,12,,,,,,,,,8,8,3,9,2,20,4,2,
2,2,4,,,,240,241,,13,,1,3,13,,,,,,,,,,,,,,1,,3,,,6,,,3207.85282371245,3207.85282371245,6,,,4,,,,,,,,,,,,,,1,5,2,1,1,20,4,2,
2,2,4,,,,240,241,,13,,5,,,,,,,,,,,,,,,,,,,,5,,,,1929.2,1929.2,4,,,4,4,14,1,,,,,,,,,,,2,10,4,2,1,20,4,2,
2,2,4,,,,270,271,,13,,1,,,,,,,,,,,,,,,,1,,,,,,,,12707.5,,98,,,4,4,1,2,3,4,5,14,,,,,,,2,11,4,2,2,20,4,2,
2,2,4,,,,270,271,,13,,1,,,,,,,,,,,,,,,,1,,,,,,,,4977.4769169508,4977.4769169508,6,,,4,5,1,2,3,4,14,10,,,,,,,2,9,3,2,1,20,4,2,
2,2,4,,,,270,271,,13,,1,,,,,,,,,,,,,,,,1,,,,,,,,5195.43494449544,5195.43494449544,6,,,4,3,1,2,3,11,7,8,9,10,12,14,,,2,11,4,2,1,20,4,2,
2,2,4,,,,270,271,,13,,1,,,,,,,,,,,,,,,,1,,,,,,,,5330.5,5330.5,6,,,5,4,14,2,1,4,5,,,,,,,,2,12,4,2,1,20,4,2,
2,2,4,,,,270,271,,13,,1,,,,,,,,,,,,,,,,1,,,,,,,,5684.8,5684.8,6,,,5,5,2,3,4,10,14,,,,,,,,10,11,4,11,2,20,4,2,
2,2,4,,,,270,271,,13,,1,,,,,,,,,,,,,,,,1,,,,,,,,8334.14606034276,8334.14606034276,6,,,4,4,14,2,4,,,,,,,,,,2,12,4,2,2,20,4,2,
2,2,4,,,,270,271,,13,,1,,,,,,,,,,,,,,,,1,,,,,,,,8866.11283015188,8866.11283015188,6,,,5,4,1,2,3,10,12,14,,,,,,,2,12,4,2,1,20,4,2,
2,2,4,,,,270,271,,13,,1,,,,,,,,,,,,,,,,1,,,,,,,,8866.11283015188,8866.11283015188,6,,,5,5,1,2,14,,,,,,,,,,2,12,4,2,2,20,4,2,
2,2,4,,,,270,271,,13,,1,2,,,,,,,,,,,,,,,1,2,,,,,,,4200,4200,6,,,5,3,1,2,6,10,14,,,,,,,,8,11,4,9,2,20,4,2,
2,2,4,,,,270,271,,13,,1,2,11,15,,,,,,,,,,,,,1,2,,,,6,7,,7100.4277574771,7100.4277574771,6,,,5,4,1,2,3,7,10,14,,,,,,,2,11,4,2,2,20,4,2,
2,2,4,,,,270,271,,13,,1,2,13,14,,,,,,,,,,,,,1,2,,,,6,7,,11009.4850948509,,98,,,5,3,14,1,2,10,11,,,,,,,,2,10,4,2,2,20,4,2,
2,2,4,,,,270,271,,13,,15,1,,,,,,,,,,,,,,,1,,,,,,7,,3000,3000,5,,,5,5,2,12,14,,,,,,,,,,11,12,4,12,2,20,4,2,
2,2,4,,,,270,271,,13,,16,,,,,,,,,,,,,,,,,,,,,,7,,14468.5,,98,,,5,5,1,3,2,5,6,7,11,12,14,,,,2,12,4,2,2,20,4,2,
2,2,4,,,,270,271,,13,,2,1,,,,,,,,,,,,,,,1,2,,,,,,,12988.5873612386,,98,,,3,4,2,5,14,,,,,,,,,,2,11,4,2,1,20,4,2,
2,2,4,,,,270,271,,13,,2,1,,,,,,,,,,,,,,,1,2,,,,,,,14720.3990094037,,98,,,3,4,2,10,14,,,,,,,,,,2,11,4,2,1,20,4,2,
2,2,4,,,,29,30,30,11,1,1,,,,,,,,,,,,,,,,1,,,,,,,,2052.4,2052.4,5,68.4133333333333,1,3,2,2,14,,,,,,,,,,,2,9,3,2,2,20,4,2,1
2,2,4,,,,300,301,,13,,1,,,,,,,,,,,,,,,,1,,,,,,,,15230,,98,,,4,4,2,8,14,,,,,,,,,,2,12,4,2,2,20,4,2,
2,2,4,,,,300,301,,13,,1,,,,,,,,,,,,,,,,1,,,,,,,,22000,,98,,,5,2,14,1,2,10,3,6,,,,,,,8,10,4,9,2,20,4,2,
2,2,4,,,,300,301,,13,,1,,,,,,,,,,,,,,,,1,,,,,,,,5392.26666003003,5392.26666003003,6,,,3,3,1,2,14,,,,,,,,,,65,9,3,16,2,20,4,2,
2,2,4,,,,300,301,,13,,1,13,,,,,,,,,,,,,,,1,,,,,6,,,13707,,98,,,4,4,1,3,14,,,,,,,,,,2,12,4,2,2,20,4,2,
2,2,4,,,,300,301,,13,,1,2,,,,,,,,,,,,,,,1,2,,,,,,,11507.2906906018,,98,,,5,5,1,2,3,4,10,14,,,,,,,10,8,3,11,2,20,4,2,
2,2,4,,,,300,301,,13,,1,2,13,12,,,,,,,,,,,,,1,2,,,,6,,,12443.692292377,,98,,,5,2,1,2,3,4,7,8,10,14,,,,,1,9,3,1,2,20,4,2,
2,2,4,,,,300,301,,13,,1,2,3,,,,,,,,,,,,,,1,2,3,,,,,,6575.5946803439,6575.5946803439,6,,,4,4,1,2,3,14,4,5,6,8,,,,,2,8,3,2,2,20,4,2,
2,2,4,,,,300,301,,13,,1,2,3,13,12,,,,,,,,,,,,1,2,3,,,6,,,14000,,98,,,4,1,1,2,3,4,5,6,8,10,14,,,,8,9,3,9,2,20,4,2,
2,2,4,,,,300,301,,13,,1,3,,,,,,,,,,,,,,,1,,3,,,,,,5195.43494449544,5195.43494449544,6,,,4,5,2,4,10,11,5,6,7,8,14,,,,71,11,4,15,2,20,4,2,
2,2,4,,,,300,301,,13,,1,3,4,,,,,,,,,,,,,,1,,3,4,,,,,4401.79593274056,4401.79593274056,6,,,4,,,,,,,,,,,,,,71,6,2,15,2,20,4,2,
2,2,4,,,,300,301,,13,,10,1,,,,,,,,,,,,,,,1,,,,,6,,,5319.66769809113,5319.66769809113,6,,,5,4,1,2,3,12,14,,,,,,,,2,12,4,2,2,20,4,2,
2,2,4,,,,300,301,,13,,15,1,16,,,,,,,,,,,,,,1,,,,,,7,,6986.5693478654,6986.5693478654,6,,,5,5,1,2,9,10,11,13,,,,,,,7,8,3,6,2,30,4,2,
2,2,4,,,,300,301,,13,,15,17,,,,,,,,,,,,,,,,,,,,,7,8,4433.05641507594,4433.05641507594,6,,,5,5,1,3,5,8,14,,,,,,,,39,12,4,19,2,20,4,2,
2,2,4,,,,300,301,,13,,2,,,,,,,,,,,,,,,,,2,,,,,,,8376.5,8376.5,6,,,5,4,2,14,,,,,,,,,,,2,12,4,2,1,20,4,2,
2,2,4,,,,300,301,,13,,3,1,,,,,,,,,,,,,,,1,,3,,,,,,3030.67038428901,3030.67038428901,6,,,4,4,1,2,3,4,8,10,14,,,,,,2,11,4,2,1,20,4,2,
2,2,4,,,,300,301,,13,,5,1,,,,,,,,,,,,,,,1,,,,5,,,,12329.2400256448,,98,,,4,2,1,2,3,4,5,6,7,8,9,10,11,14,2,8,3,2,2,20,4,2,
2,2,4,,,,330,331,,13,,1,,,,,,,,,,,,,,,,1,,,,,,,,19292,,98,,,5,5,1,2,4,6,7,10,,,,,,,2,10,4,2,2,20,4,2,
