D_NAT,M일HAP,Q7A,Q7a_dk,Q7a2,Q7a3,Q7a4,Q7a5,Q7a6,Q7a7,Q7a8,D_GUB,D_MOK,총액1인TOT항공제외2,Q8a03,Q8a12,Q8_1a1,Q8_1a2,Q8_1a3,동행자유형,국가명,웰니스참여,웰니스만족,log_총액,year
6,7,2,,2.0,,,,,,,1,2,735.0,3.0,,3,6.0,13.0,가족,태국,1,1,6.5998704992128365,2023
6,7,1,1.0,,,,,,,,1,2,1470.0,3.0,,2,3.0,5.0,혼자,태국,1,1,7.293017679772782,2023
12,8,2,,,,,5.0,,,,3,1,5500.0,,12.0,6,2.0,12.0,가족,중동,1,1,8.612503371220562,2023
6,2,1,1.0,,,,,,,,1,2,2646.0,3.0,,2,,,혼자,태국,1,0,7.880804344674901,2023
3,6,2,,,,,,6.0,,,1,1,1257.75,,12.0,2,12.0,,친구,대만,1,1,7.137079689371428,2023
6,16,1,1.0,,,,,,,,1,2,1470.0,3.0,,11,3.0,2.0,혼자,태국,1,1,7.293017679772782,2023
12,14,1,1.0,,,,,,,,1,2,3300.0,3.0,12.0,11,12.0,5.0,혼자,중동,1,1,8.101677747454572,2023
16,11,2,,,,,,6.0,,,1,1,2441.63,3.0,,3,1.0,4.0,친구,영국,1,1,7.800421128039555,2023
6,7,2,,2.0,,,,,,,1,1,808.5,,,4,1.0,2.0,가족,태국,0,0,6.695180679017161,2023
16,6,1,1.0,,,,,,,,1,1,1346.76,3.0,,3,7.0,5.0,혼자,영국,1,1,7.205456986816165,2023
6,7,2,,,3.0,,,,,,1,2,882.0,3.0,,3,4.0,2.0,가족,태국,1,1,6.782192056006791,2023
1,7,1,1.0,,,,,,,,1,1,1377.11,3.0,12.0,3,2.0,12.0,혼자,중국,1,1,7.227742379343487,2023
16,8,2,,,,4.0,,,,,1,1,1789.44,3.0,,1,10.0,2.0,가족,영국,1,0,7.4896580007252815,2023
1,3,2,,,,,,6.0,,,1,1,1682.81,3.0,,2,1.0,3.0,친구,중국,1,1,7.428220294175533,2023
16,6,2,,2.0,,,,6.0,,,1,1,579.86,3.0,,1,5.0,10.0,가족,영국,1,0,6.362786695093446,2023
1,4,2,,2.0,,,,,,,1,1,1896.23,,,2,,,가족,중국,0,0,7.547622983474622,2023
7,5,2,,,,,,,7.0,,3,1,966.69,3.0,12.0,12,,,직장동료,베트남,1,1,6.873877864946175,2023
7,4,2,,,,,,,7.0,,3,1,1053.5,3.0,,4,2.0,3.0,직장동료,베트남,1,1,6.9598732332442435,2023
7,4,2,,,,,,,7.0,,3,1,1850.0,3.0,,2,6.0,16.0,직장동료,베트남,1,0,7.52294091807237,2023
7,5,2,,,,,,,7.0,,3,1,1505.0,3.0,,4,5.0,1.0,직장동료,베트남,1,0,7.316548177182976,2023
1,7,2,,,,,,6.0,,,1,1,3460.8,,,7,2.0,1.0,친구,중국,0,0,8.149255055198795,2023
18,13,2,,2.0,,,,,,,1,1,1386.0,3.0,,3,15.0,4.0,가족,독일,1,1,7.234177179749849,2023
18,8,2,,,,,5.0,,,,1,1,1595.0,3.0,12.0,12,9.0,3.0,가족,독일,1,1,7.374629015218945,2023
6,5,2,,,,,,6.0,,,1,1,735.0,3.0,,4,3.0,2.0,친구,태국,1,1,6.5998704992128365,2023
1,5,1,1.0,,,,,,,,1,2,1023.82,3.0,,19,2.0,1.0,혼자,중국,1,0,6.931296008898118,2023
6,8,2,,,,,,6.0,,,1,1,882.0,,,2,10.0,11.0,친구,태국,0,0,6.782192056006791,2023
1,5,1,1.0,,,,,,,,1,1,749.84,,,13,1.0,2.0,혼자,중국,0,0,6.61985985043823,2023
6,16,2,,2.0,,,,,,,1,2,441.0,3.0,,2,3.0,11.0,가족,태국,1,1,6.089044875446846,2023
1,4,1,1.0,,,,,,,,1,1,1341.06,,12.0,1,2.0,12.0,혼자,중국,1,1,7.201215625010059,2023
1,7,2,,2.0,,,,,,,1,1,1961.12,,,2,1.0,,가족,중국,0,0,7.581271017592855,2023
1,7,2,,,,,,6.0,,,1,1,1467.24,,,7,2.0,1.0,친구,중국,0,0,7.291138363944099,2023
4,6,2,,,3.0,,5.0,,,,1,2,550.0,3.0,,1,4.0,3.0,가족,미국,1,1,6.309918278226516,2023
1,4,1,1.0,,,,,,,,1,1,9236.01,,12.0,12,2.0,,혼자,중국,1,1,9.130865253193592,2023
12,18,2,,,,,5.0,,,,1,1,2189.5,3.0,,9,3.0,1.0,가족,중동,1,1,7.6914284862414535,2023
1,4,2,,,,,,6.0,,,1,1,706.58,,,7,2.0,1.0,친구,중국,0,0,6.56043642996743,2023
2,3,1,1.0,,,,,,,,1,1,401.5,3.0,,2,1.0,3.0,혼자,일본,1,1,5.995207533386816,2023
12,12,2,,2.0,,,,,,,1,2,1350.0,,,6,11.0,5.0,가족,중동,0,0,7.2078598714324755,2023
1,73,1,1.0,,,,,,,,1,1,7339.78,3.0,,1,3.0,4.0,혼자,중국,1,1,8.901064148407325,2023
2,4,2,,,,,,6.0,,,2,1,708.1,,,11,2.0,1.0,친구,일본,0,0,6.562585326657728,2023
2,30,2,,2.0,,,,,,,1,1,7008.0,3.0,,3,1.0,2.0,가족,일본,1,1,8.854807632616227,2023
1,7,1,1.0,,,,,,,,1,1,4845.12,3.0,,3,1.0,2.0,혼자,중국,1,1,8.485727291820007,2023
6,12,2,,,,4.0,,,,,1,1,490.0,3.0,,4,3.0,2.0,가족,태국,1,1,6.194405391104672,2023
1,2,1,1.0,,,,,,,,1,1,9549.51,,,1,2.0,,혼자,중국,0,0,9.164245123257906,2023
5,7,2,,2.0,,,,,,,1,1,293.02,,12.0,2,1.0,12.0,가족,홍콩,1,1,5.6802408660731665,2023
5,5,1,1.0,,,,,,,,1,1,1829.46,3.0,,1,2.0,3.0,혼자,홍콩,1,1,7.511776120323003,2023
5,1,2,,,,,,6.0,,,3,1,611.52,,,7,10.0,11.0,친구,홍콩,0,0,6.415947661051908,2023
3,10,1,1.0,,,,,,,,1,2,786.5,3.0,,3,1.0,4.0,혼자,대만,1,1,6.667592722498332,2023
3,5,2,,,3.0,4.0,,,,,1,1,663.0,3.0,,4,3.0,1.0,가족,대만,1,1,6.4967749901858625,2023
1,4,2,,,,,,6.0,,,1,1,1153.6,,,1,2.0,,친구,중국,0,0,7.050642766530684,2023
3,5,2,,,,,,6.0,,,1,1,2115.75,3.0,,1,2.0,4.0,친구,대만,1,0,7.657164638550215,2023
5,6,1,1.0,,,,,,,,1,1,1788.38,,,1,2.0,,혼자,홍콩,0,0,7.489065461116797,2023
3,5,1,1.0,,,,,,,,1,1,819.0,,,2,1.0,,혼자,대만,0,0,6.70808408385307,2023
5,5,1,1.0,,,,,,,,1,1,828.1,,,7,1.0,2.0,혼자,홍콩,0,0,6.7191339200396545,2023
6,10,1,1.0,,,,,,,,1,1,749.7,,12.0,12,15.0,1.0,혼자,태국,1,1,6.619673126509016,2023
10,8,2,,,,,,6.0,,,1,1,2584.05,3.0,,3,5.0,2.0,친구,싱가포르,1,1,7.857113214560488,2023
1,6,1,1.0,,,,,,,,1,1,3532.9,,,13,1.0,2.0,혼자,중국,0,0,8.16987434240153,2023
6,6,2,,,,4.0,,,,,1,1,5145.0,,,13,4.0,2.0,가족,태국,0,0,8.545780648268149,2023
10,10,2,,,,,,6.0,,,1,1,2217.04,,,1,2.0,4.0,친구,싱가포르,0,0,7.703928251853188,2023
10,8,2,,,,,,6.0,,,1,1,2628.99,3.0,,2,1.0,11.0,친구,싱가포르,1,0,7.874355020994994,2023
10,7,2,,,,,,6.0,,,1,1,2093.46,,,10,2.0,11.0,친구,싱가포르,0,0,7.646573478517646,2023
1,4,2,,2.0,,,,,,,1,1,1946.7,,,1,2.0,,가족,중국,0,0,7.5738909102952325,2023
10,6,2,,,,,,6.0,,,1,1,1655.29,3.0,,3,4.0,6.0,친구,싱가포르,1,1,7.411731499046881,2023
6,6,2,,2.0,,,,,,,1,1,882.0,3.0,12.0,2,3.0,12.0,가족,태국,1,1,6.782192056006791,2023
6,4,2,,,,,,6.0,,,1,1,882.0,,,2,1.0,4.0,친구,태국,0,0,6.782192056006791,2023
6,5,2,,,,,,6.0,,,1,1,1464.69,,,2,9.0,6.0,친구,태국,0,0,7.289398894964299,2023
10,13,2,,,,,,6.0,,,1,1,2007.32,3.0,,2,11.0,10.0,친구,싱가포르,1,0,7.604555778039985,2023
10,13,2,,,,,,6.0,,,1,1,1408.12,3.0,,3,2.0,1.0,친구,싱가포르,1,1,7.2500107603590775,2023
10,10,2,,,,,,6.0,,,1,1,1617.84,3.0,,2,3.0,6.0,친구,싱가포르,1,1,7.388847205213293,2023
1,5,2,,,,,,6.0,,,1,1,1297.8,,12.0,10,2.0,1.0,친구,중국,1,0,7.168425802187068,2023
6,5,2,,,,,,6.0,,,2,1,882.0,3.0,,2,3.0,6.0,친구,태국,1,1,6.782192056006791,2023
4,30,2,,,,4.0,,,,,1,2,1295.0,3.0,,19,2.0,1.0,가족,미국,1,0,7.166265974133638,2023
6,5,1,1.0,,,,,,,,1,1,1470.0,,,11,1.0,2.0,혼자,태국,0,0,7.293017679772782,2023
10,6,2,,2.0,,,,,,,1,1,749.0,,,2,1.0,4.0,가족,싱가포르,0,0,6.618738983517219,2023
2,4,2,,,,,,6.0,,,1,1,372.3,,,7,2.0,1.0,친구,일본,0,0,5.919699980878671,2023
10,7,2,,2.0,,,,,,,1,1,674.1,3.0,,4,3.0,2.0,가족,싱가포르,1,1,6.513378467859393,2023
10,5,2,,,,,,6.0,,,2,1,1988.6,,,11,1.0,2.0,친구,싱가포르,0,0,7.595186152545973,2023
6,41,2,,2.0,,,,,,,1,2,735.0,,,5,4.0,2.0,가족,태국,0,0,6.5998704992128365,2023
10,4,2,,,,4.0,,,,,1,1,1033.62,3.0,,1,6.0,7.0,가족,싱가포르,1,0,6.9408224826863325,2023
10,15,2,,,,4.0,,,,,1,1,2247.0,3.0,,5,3.0,2.0,가족,싱가포르,1,1,7.717351272185329,2023
10,11,2,,,,,,6.0,,,1,1,1872.5,,,2,1.0,,친구,싱가포르,0,0,7.535029715391374,2023
5,5,2,,,,,,6.0,,,1,1,1345.34,3.0,,1,2.0,3.0,친구,홍콩,1,1,7.204402048194499,2023
6,9,2,,,3.0,,,,,,1,2,441.0,3.0,,3,1.0,5.0,가족,태국,1,1,6.089044875446846,2023
10,8,2,,,,,,6.0,,,1,1,2752.58,,,2,5.0,1.0,친구,싱가포르,0,0,7.920293932661301,2023
5,5,2,,,,,,6.0,,,1,1,3013.01,,,2,11.0,,친구,홍콩,0,0,8.010694858076006,2023
5,6,2,,,3.0,,,,,,1,1,1172.08,,,2,10.0,1.0,가족,홍콩,0,0,7.066535227193057,2023
5,6,2,,,,,,6.0,,,1,1,1617.98,,,1,4.0,11.0,친구,홍콩,0,0,7.388933736602609,2023
5,83,1,1.0,,,,,,,,1,2,6906.35,3.0,12.0,2,1.0,3.0,혼자,홍콩,1,1,8.840196557233343,2023
6,9,2,,2.0,,,,,,,1,2,490.0,3.0,,3,1.0,2.0,가족,태국,1,1,6.194405391104672,2023
6,5,1,1.0,,,,,,,,1,1,882.0,,,14,10.0,11.0,혼자,태국,0,0,6.782192056006791,2023
1,71,1,1.0,,,,,,,,1,2,1802.5,3.0,,3,1.0,5.0,혼자,중국,1,1,7.496929869159104,2023
6,7,1,1.0,,,,,,,,1,2,1470.0,,,1,4.0,5.0,혼자,태국,0,0,7.293017679772782,2023
18,10,1,1.0,,,,,,,,1,2,1650.0,,,5,11.0,1.0,혼자,독일,0,0,7.408530566894626,2023
6,5,1,1.0,,,,,,,,1,1,1176.0,,,7,2.0,1.0,혼자,태국,0,0,7.069874128458572,2023
6,8,1,1.0,,,,,,,,1,1,1029.0,,,2,1.0,6.0,혼자,태국,0,0,6.9363427358340495,2023
1,8,1,1.0,,,,,,,,1,1,778.68,3.0,,3,2.0,4.0,혼자,중국,1,1,6.657600178421077,2023
6,3,1,1.0,,,,,,,,1,1,588.0,3.0,,1,2.0,3.0,혼자,태국,1,1,6.376726947898627,2023
1,39,1,1.0,,,,,,,,1,2,2321.62,3.0,,3,1.0,4.0,혼자,중국,1,1,7.750020496841266,2023
6,8,1,1.0,,,,,,,,1,2,882.0,3.0,,2,3.0,4.0,혼자,태국,1,1,6.782192056006791,2023
18,11,2,,2.0,,,,,,,1,1,1149.5,3.0,,4,11.0,5.0,가족,독일,1,0,7.047082344203236,2023
6,9,1,1.0,,,,,,,,1,2,882.0,3.0,,4,3.0,7.0,혼자,태국,1,1,6.782192056006791,2023
1,4,1,1.0,,,,,,,,1,1,1139.18,3.0,,1,3.0,2.0,혼자,중국,1,1,7.038063984323824,2023
18,44,1,1.0,,,,,,,,1,1,3465.0,,,8,1.0,2.0,혼자,독일,0,0,8.150467911624004,2023
16,8,2,,,,,,6.0,,,1,1,2705.99,3.0,,6,4.0,3.0,친구,영국,1,1,7.9032231132324045,2023
1,4,1,1.0,,,,,,,,1,1,1191.09,3.0,12.0,3,1.0,12.0,혼자,중국,1,1,7.082624133250906,2023
18,16,2,,2.0,,,,,,,1,1,2200.0,3.0,,11,5.0,3.0,가족,독일,1,1,7.696212639346407,2023
16,13,2,,2.0,,,,,,,1,2,3406.8,3.0,,11,3.0,1.0,가족,영국,1,1,8.133528713266927,2023
16,5,1,1.0,,,,,,,,1,1,935.0,3.0,,3,4.0,6.0,혼자,영국,1,1,6.840546529288687,2023
1,31,2,,2.0,,,,,,,1,1,9549.51,,,2,,,가족,중국,0,0,9.164245123257906,2023
16,4,1,1.0,,,,,,,,1,1,847.96,,,6,1.0,,혼자,영국,0,0,6.742833464868052,2023
18,9,1,1.0,,,,,,,,1,1,2002.0,,,1,2.0,4.0,혼자,독일,0,0,7.601901959875166,2023
18,11,2,,2.0,,,,,,,1,1,1105.5,3.0,,1,2.0,3.0,가족,독일,1,1,7.008053000297501,2023
18,11,2,,,,,,6.0,,,1,1,1617.0,3.0,,1,3.0,4.0,친구,독일,1,1,7.388327859577107,2023
16,9,2,,2.0,,,5.0,,,,1,2,2930.45,,,4,9.0,5.0,가족,영국,0,0,7.982911273836104,2023
18,17,2,,,,,,6.0,,,1,1,1705.0,3.0,,4,6.0,3.0,친구,독일,1,1,7.4413203897176174,2023
1,4,1,1.0,,,,,,,,1,1,821.94,3.0,,3,,,혼자,중국,1,1,6.711667399691353,2023
1,5,2,,,,,,6.0,,,1,1,1038.24,3.0,,1,3.0,,친구,중국,1,1,6.945282250872858,2023
6,21,1,1.0,,,,,,,,1,2,1470.0,3.0,,2,4.0,3.0,혼자,태국,1,1,7.293017679772782,2023
1,6,2,,,,,,6.0,,,1,1,1917.86,,,2,1.0,,친구,중국,0,0,7.558965260078557,2023
3,3,1,1.0,,,,,,,,1,1,1030.25,,,2,1.0,,혼자,대만,0,0,6.937556770218927,2023
3,5,2,,,,,,,7.0,,2,1,1040.65,3.0,,1,2.0,4.0,직장동료,대만,1,0,6.94760079690426,2023
3,3,1,1.0,,,,,,,,1,1,507.0,,,2,1.0,,혼자,대만,0,0,6.2285110035911835,2023
3,5,2,,,,,,,7.0,,2,1,1170.0,3.0,,1,2.0,3.0,직장동료,대만,1,1,7.064759027791802,2023
3,5,2,,,,,,6.0,,,1,1,1397.5,,,5,2.0,1.0,친구,대만,0,0,7.242440205029254,2023
3,5,2,,,,,,6.0,,,2,1,1430.0,,,2,1.0,5.0,친구,대만,0,0,7.265429723253953,2023
3,5,2,,,3.0,,,,,,1,1,958.75,3.0,,3,1.0,2.0,가족,대만,1,1,6.865630352681466,2023
3,5,2,,2.0,,,,,7.0,,3,1,975.0,3.0,,3,2.0,10.0,가족,대만,1,1,6.882437470997847,2023
4,11,2,,,,,,6.0,,,3,1,6410.0,,,2,11.0,1.0,친구,미국,0,0,8.765614549914716,2023
4,11,2,,,,,,6.0,,,3,1,6165.0,3.0,,4,3.0,1.0,친구,미국,1,1,8.726643415598444,2023
3,5,2,,,,,,6.0,,,1,1,773.5,,,2,1.0,,친구,대만,0,0,6.6509256700131205,2023
3,5,2,,,,,,6.0,7.0,,3,1,1397.5,,,1,2.0,4.0,친구,대만,0,0,7.242440205029254,2023
3,11,2,,,,4.0,,,,,1,1,1224.17,3.0,,2,1.0,3.0,가족,대만,1,1,7.110018342316992,2023
1,31,1,1.0,,,,,,,,1,1,8781.78,,,1,13.0,2.0,혼자,중국,0,0,9.0804343995667,2023
3,4,2,,2.0,,,,,,,1,1,503.75,3.0,,1,2.0,3.0,가족,대만,1,1,6.222080113260893,2023
3,6,2,,2.0,,,,,,,1,1,585.0,3.0,,2,3.0,1.0,가족,대만,1,1,6.371611847231857,2023
12,13,1,1.0,,,,,,,,1,1,3250.0,3.0,,3,2.0,1.0,혼자,중동,1,1,8.086410275323782,2023
4,12,1,1.0,,,,,,,,1,1,1510.0,,,2,1.0,4.0,혼자,미국,0,0,7.31986492980897,2023
4,14,2,,2.0,,,5.0,6.0,,,1,2,950.0,,,11,,,가족,미국,0,0,6.856461984594587,2023
5,6,2,,,,,,6.0,,,1,1,1452.36,,,1,2.0,,친구,홍콩,0,0,7.2809450985385125,2023
1,9,1,1.0,,,,,,,,1,1,9549.51,,,2,,,혼자,중국,0,0,9.164245123257906,2023
2,5,2,,2.0,,,,,,,2,1,1262.9,3.0,,4,1.0,2.0,가족,일본,1,0,7.141165942652124,2023
5,5,2,,,,,,6.0,,,1,1,1987.44,,,2,1.0,,친구,홍콩,0,0,7.594602657393555,2023
5,6,1,1.0,,,,,,,,1,1,1159.34,,,2,1.0,7.0,혼자,홍콩,0,0,7.055606156660867,2023
4,15,2,,2.0,3.0,,,,,,1,2,1050.0,3.0,,2,1.0,3.0,가족,미국,1,1,6.956545443151569,2023
4,31,1,1.0,,,,,,,,1,1,1700.0,3.0,,2,1.0,5.0,혼자,미국,1,0,7.438383530044307,2023
1,34,1,1.0,,,,,,,,1,1,2465.82,,,2,1.0,11.0,혼자,중국,0,0,7.810279688359463,2023
4,11,2,,2.0,,,5.0,,,,1,2,2054.0,,,6,4.0,2.0,가족,미국,0,0,7.627544390488503,2023
1,15,1,1.0,,,,,,,,1,1,1240.12,3.0,12.0,2,12.0,3.0,혼자,중국,1,1,7.12296342811031,2023
10,5,1,1.0,,,,,,,,1,1,1217.13,3.0,,2,1.0,3.0,혼자,싱가포르,1,1,7.1042509073319735,2023
10,6,2,,2.0,,,,,,,1,1,622.42,,,4,2.0,,가족,싱가포르,0,0,6.433615106023999,2023
10,8,2,,2.0,,4.0,,,7.0,,1,1,1190.91,3.0,,3,4.0,11.0,가족,싱가포르,1,1,7.08247299974936,2023
4,19,2,,,,,,6.0,,,1,2,2600.0,3.0,,1,5.0,,친구,미국,1,0,7.8632667240095735,2023
1,15,1,1.0,,,,,,,,1,1,1326.64,3.0,,2,1.0,3.0,혼자,중국,1,1,7.190404708905843,2023
10,21,1,1.0,,,,,,,,1,1,2996.0,,,9,1.0,11.0,혼자,싱가포르,0,0,8.005033344637111,2023
10,8,2,,,,,5.0,,,,1,1,1498.0,,,1,2.0,11.0,가족,싱가포르,0,0,7.311886164077165,2023
4,17,2,,2.0,,,,,,,1,2,3400.0,3.0,,1,3.0,,가족,미국,1,1,8.131530710604252,2023
10,9,2,,,,,,6.0,,,1,1,1335.47,3.0,,11,3.0,4.0,친구,싱가포르,1,1,7.19703856880089,2023
10,14,2,,2.0,,,,,,,1,1,1826.0,3.0,,3,1.0,13.0,가족,싱가포르,1,1,7.509883061154913,2023
1,5,2,,,,,,6.0,,,1,1,733.69,3.0,,1,5.0,2.0,친구,중국,1,0,6.598086596078203,2023
10,10,2,,,3.0,,,,,,1,1,1239.59,,,2,4.0,1.0,가족,싱가포르,0,0,7.1225359587626285,2023
10,8,2,,,,,,6.0,,,1,1,853.86,,,2,1.0,5.0,친구,싱가포르,0,0,6.749767245923624,2023
10,8,2,,,3.0,,,,,,1,1,1051.85,3.0,,3,1.0,2.0,가족,싱가포르,1,1,6.958305797580038,2023
3,5,2,,,3.0,,,,,,1,1,2086.5,3.0,,2,1.0,3.0,가족,대만,1,1,7.643243300031608,2023
3,8,2,,2.0,,,,6.0,,,1,1,731.25,3.0,,1,11.0,7.0,가족,대만,1,0,6.5947553985460665,2023
5,6,2,,,,,,6.0,,,1,1,3350.37,3.0,,1,2.0,3.0,친구,홍콩,1,1,8.116826066481401,2023
2,3,2,,,,,,6.0,,,1,1,960.68,,,2,1.0,,친구,일본,0,0,6.867641367045562,2023
4,11,2,,,,4.0,,,,,1,1,4075.0,3.0,,4,3.0,9.0,가족,미국,1,1,8.312626025674962,2023
2,3,2,,,,,,6.0,,,1,1,638.6,,,1,2.0,,친구,일본,0,0,6.459278280280682,2023
2,3,2,,,,,,6.0,,,1,1,689.85,3.0,,1,2.0,3.0,친구,일본,1,1,6.536474182654042,2023
6,22,2,,,,,,6.0,,,1,2,1323.0,3.0,,3,1.0,2.0,친구,태국,1,1,7.187657164114956,2023
2,7,1,1.0,,,,,,,,1,1,1533.0,3.0,,2,1.0,3.0,혼자,일본,1,1,7.334981878871814,2023
3,5,2,,,,,5.0,,,,1,1,1592.5,,,2,1.0,,가족,대만,0,0,7.373060387446318,2023
2,4,1,1.0,,,,,,,,1,1,509.54,,,1,2.0,,혼자,일본,0,0,6.233508357922672,2023
4,10,2,,2.0,3.0,,5.0,,,,1,1,1000.0,,12.0,1,2.0,5.0,가족,미국,1,0,6.907755278982137,2023
2,4,2,,,,,,6.0,,,1,2,567.94,,,5,4.0,1.0,친구,일본,0,0,6.342015779338691,2023
3,5,1,1.0,,,,,,,,1,1,1316.25,,,2,1.0,7.0,혼자,대만,0,0,7.182542063448185,2023
4,13,1,1.0,,,,,,,,1,1,1025.0,3.0,,15,4.0,3.0,혼자,미국,1,1,6.932447891572509,2023
2,4,2,,,,,5.0,,,,1,1,354.78,3.0,,11,1.0,4.0,가족,일본,1,0,5.871497879060794,2023
2,6,1,1.0,,,,,,,,1,2,356.97,3.0,,3,10.0,1.0,혼자,일본,1,1,5.8776517446351715,2023
4,6,2,,2.0,,,,,,,1,1,927.55,3.0,,1,4.0,3.0,가족,미국,1,1,6.832546701384382,2023
4,11,2,,,3.0,4.0,5.0,,,,1,1,687.5,3.0,12.0,2,1.0,12.0,가족,미국,1,1,6.533061829540727,2023
4,13,2,,2.0,3.0,4.0,5.0,,,,1,2,1084.29,3.0,,6,4.0,5.0,가족,미국,1,0,6.988680673895721,2023
5,7,2,,,,,,6.0,,,1,1,1003.91,3.0,,11,4.0,10.0,친구,홍콩,1,0,6.911657654799378,2023
7,5,2,,,,,5.0,,,,3,1,1629.7,3.0,,2,1.0,4.0,가족,베트남,1,0,7.396151227781943,2023
12,11,2,,,,,,6.0,,,1,1,895.0,,12.0,2,4.0,1.0,친구,중동,1,0,6.796823718274855,2023
16,15,2,,,,,5.0,,,,1,1,1253.24,,,7,5.0,4.0,가족,영국,0,0,7.133487476857838,2023
6,16,1,1.0,,,,,,,,1,2,882.0,3.0,,3,2.0,4.0,혼자,태국,1,1,6.782192056006791,2023
6,3,1,1.0,,,,,,,,1,1,882.0,3.0,,4,3.0,2.0,혼자,태국,1,1,6.782192056006791,2023
16,15,2,,2.0,,,,,,,1,1,4239.8,3.0,,3,4.0,1.0,가족,영국,1,1,8.352271377302152,2023
6,4,2,,,,,,6.0,,,2,1,882.0,3.0,,5,3.0,2.0,친구,태국,1,1,6.782192056006791,2023
6,7,2,,,,,5.0,,,,1,1,882.0,,,2,1.0,4.0,가족,태국,0,0,6.782192056006791,2023
4,8,2,,2.0,,,,,,,1,1,670.0,3.0,,4,1.0,3.0,가족,미국,1,1,6.507277712385012,2023
6,11,1,1.0,,,,,,,,1,1,9549.51,,12.0,12,2.0,6.0,혼자,태국,1,1,9.164245123257906,2023
3,5,2,,,3.0,4.0,,,,,3,1,1537.25,,,8,1.0,2.0,가족,대만,0,0,7.337750384833579,2023
6,4,2,,,3.0,,,,,,2,1,735.0,3.0,,11,2.0,3.0,가족,태국,1,1,6.5998704992128365,2023
3,5,2,,,,4.0,,6.0,,,3,1,1114.75,3.0,,2,1.0,3.0,가족,대만,1,1,7.016385443507586,2023
3,5,2,,2.0,,,,6.0,,,3,1,1878.5,,,5,4.0,8.0,가족,대만,0,0,7.538228865014023,2023
16,15,2,,2.0,,,,,,,1,1,7893.51,,,4,6.0,2.0,가족,영국,0,0,8.973796181836121,2023
18,16,2,,,,,,6.0,,,1,1,2219.25,3.0,,3,4.0,8.0,친구,독일,1,1,7.704924579948429,2023
16,15,2,,2.0,,,,,,,1,1,1558.75,3.0,,4,3.0,6.0,가족,영국,1,1,7.351639496994246,2023
12,10,2,,,,,5.0,,,,1,1,2080.0,,,1,4.0,2.0,가족,중동,0,0,7.640123172695364,2023
12,11,1,1.0,,,,,,,,1,1,2320.0,3.0,,4,3.0,2.0,혼자,중동,1,1,7.749322464660356,2023
12,9,2,,,3.0,,,,,,1,1,650.0,,,7,,,가족,중동,0,0,6.476972362889683,2023
2,6,1,1.0,,,,,,,,2,1,2555.0,,,13,2.0,1.0,혼자,일본,0,0,7.845807502637805,2023
4,7,2,,,,,,6.0,,,1,1,1740.0,3.0,,5,4.0,,친구,미국,1,0,7.461640392208575,2023
4,7,2,,,,,,6.0,,,1,1,1795.0,,,2,1.0,4.0,친구,미국,0,0,7.492760300922379,2023
5,6,2,,2.0,,4.0,,,,,1,1,649.74,3.0,,4,1.0,3.0,가족,홍콩,1,1,6.476572282868343,2023
5,8,2,,,,,,6.0,,,1,1,1458.79,3.0,,7,2.0,4.0,친구,홍콩,1,0,7.285362603961756,2023
5,5,2,,,,,5.0,,,,1,1,750.0,3.0,,4,2.0,3.0,가족,홍콩,1,1,6.620073206530356,2023
2,4,2,,,,,,6.0,,,2,1,1248.3,,,1,2.0,,친구,일본,0,0,7.129537904657005,2023
16,4,2,,2.0,,,,,,,3,1,1309.35,3.0,,4,2.0,6.0,가족,영국,1,0,7.177286109849469,2023
5,5,2,,,,,5.0,,,,1,1,433.16,,,2,1.0,,가족,홍콩,0,0,6.071107174760178,2023
2,25,1,1.0,,,,,,,,1,2,6314.5,,12.0,19,1.0,2.0,혼자,일본,1,0,8.750603855086224,2023
5,6,2,,,,,5.0,,,,3,1,343.98,,,1,6.0,5.0,가족,홍콩,0,0,5.840583516148347,2023
5,5,2,,2.0,,,,,,,1,1,482.85,,,2,1.0,4.0,가족,홍콩,0,0,6.179706046412927,2023
5,7,2,,2.0,,4.0,,,,,1,1,1920.56,3.0,,4,2.0,1.0,가족,홍콩,1,0,7.5603720891620405,2023
2,4,2,,2.0,,,,,,,2,1,5321.7,,,1,2.0,10.0,가족,일본,0,0,8.579548080163004,2023
2,4,1,1.0,,,,,,,,1,1,567.94,,,4,1.0,2.0,혼자,일본,0,0,6.342015779338691,2023
6,4,2,,2.0,,,,,,,1,1,735.0,3.0,,3,1.0,2.0,가족,태국,1,1,6.5998704992128365,2023
2,5,1,1.0,,,,,,,,1,2,768.69,3.0,,11,2.0,10.0,혼자,일본,1,0,6.6446877672942755,2023
4,7,2,,2.0,,,,,,,1,1,1207.5,3.0,,1,4.0,3.0,가족,미국,1,1,7.096307385526727,2023
4,8,2,,2.0,,,,,,,1,1,1480.0,3.0,,1,4.0,2.0,가족,미국,1,0,7.299797366758161,2023
10,13,2,,2.0,,,,,,,1,1,3575.0,3.0,,3,4.0,1.0,가족,싱가포르,1,1,8.181720455128108,2023
6,5,2,,,,,5.0,,,,2,1,735.0,3.0,,3,4.0,2.0,가족,태국,1,1,6.5998704992128365,2023
4,11,2,,,,4.0,,,,,1,1,1715.0,3.0,12.0,4,3.0,12.0,가족,미국,1,1,7.44716835960004,2023
12,5,2,,2.0,,,,,,,1,1,2725.0,3.0,,14,4.0,1.0,가족,중동,1,0,7.9102237070973445,2023
