D_NAT,M일HAP,Q7A,Q7a_dk,Q7a2,Q7a3,Q7a4,Q7a5,Q7a6,Q7a7,Q7a8,D_GUB,D_MOK,총액1인TOT항공제외2,C문화서1인대체,C오락및1인대체,C미용서1인대체,weight,동행자유형,국가명,여가체험비율,log_총액,year
5,5,2,,,3.0,,,,,,1,1,1481.32,1,1,1,753.8986576,가족,홍콩,0.0020252207490616477,7.300688861150813,2023
3,5,2,,,,,,6.0,,,3,1,1860.0,1,1,1,1052.865607,친구,대만,0.0016129032258064516,7.528331766707247,2023
6,6,2,,,,,,6.0,,,1,1,2319.76,1,1,1,967.5394873,친구,태국,0.001293237231437735,7.749219011033352,2023
5,6,2,,,,,,,7.0,,1,1,5899.74,4,1,1,1156.35405,직장동료,홍콩,0.0010169939692257625,8.682663561126187,2023
3,5,1,1.0,,,,,,,,1,1,2604.0,1,1,1,1051.332824,혼자,대만,0.001152073732718894,7.86480400332846,2023
5,5,2,,,,,,6.0,,,1,1,1173.56,1,1,1,284.7977526,친구,홍콩,0.0025563243464330754,7.06779714308501,2023
3,5,2,,,,,,6.0,,,1,1,1147.0,1,1,1,1051.332824,친구,대만,0.0026155187445510027,7.044905117129371,2023
3,7,2,,,,,,6.0,,,1,1,1140.8,1,1,1,1052.865607,친구,대만,0.002629733520336606,7.039485049660032,2023
5,5,2,,,,,,6.0,,,1,1,1538.79,1,1,1,284.7977526,친구,홍콩,0.0019495837638664145,7.33875167228671,2023
6,3,2,,,,,5.0,,,,1,1,271.0,1,1,1,1330.534282,가족,태국,0.01107011070110701,5.602118820879701,2023
6,3,2,,2.0,,,,,,,1,1,271.0,1,1,1,967.5394873,가족,태국,0.01107011070110701,5.602118820879701,2023
6,3,1,1.0,,,,,,,,1,1,813.0,1,1,1,866.6758696,혼자,태국,0.0036900369003690036,6.70073110954781,2023
6,4,2,,,,,,6.0,,,1,1,813.0,1,1,1,967.5394873,친구,태국,0.0036900369003690036,6.70073110954781,2023
6,6,2,,2.0,,,,,,,1,1,813.0,1,1,1,1009.113772,가족,태국,0.0036900369003690036,6.70073110954781,2023
6,7,2,,,,,,6.0,,,1,1,813.0,2,1,1,530.6367118,친구,태국,0.004920049200492005,6.70073110954781,2023
4,8,2,,2.0,,,,,,,1,1,2037.5,2,1,1,1032.575301,가족,미국,0.00196319018404908,7.619478845115018,2023
4,10,2,,,,,,6.0,,,1,1,1545.0,2,1,1,307.4069758,친구,미국,0.0025889967637540453,7.3427791893318455,2023
6,4,2,,,,,,6.0,,,1,1,813.0,2,2,1,1039.304955,친구,태국,0.006150061500615006,6.70073110954781,2023
16,10,1,1.0,,,,,,,,1,2,424.86,1,1,1,145.6995669,혼자,영국,0.007061149555147578,6.051759702891737,2023
16,6,2,,2.0,,,,,,,1,2,3581.01,1,1,1,272.1901313,가족,영국,0.0008377524776529527,8.18340016251059,2023
6,5,2,,,,,,,7.0,,1,2,813.0,1,1,1,476.5773249,직장동료,태국,0.0036900369003690036,6.70073110954781,2023
6,4,2,,,,,5.0,,7.0,,1,2,813.0,1,1,1,530.6367118,가족,태국,0.0036900369003690036,6.70073110954781,2023
16,5,2,,2.0,,,,,,,1,1,570.53,2,1,1,116.3781838,가족,영국,0.007011024836555484,6.346565753370922,2023
4,7,1,1.0,,,,,,,,1,1,1770.0,2,1,1,345.5834753,혼자,미국,0.0022598870056497176,7.478734825567875,2023
1,3,1,1.0,,,,,,,,1,1,983.52,1,1,1,1523.077761,혼자,중국,0.0030502684236212788,6.891137973158699,2023
16,17,2,,,,,,6.0,,,1,1,2391.38,3,1,3,116.3781838,친구,영국,0.0029271801219379603,7.779625884148675,2023
1,8,1,1.0,,,,,,,,1,2,663.88,2,1,1,783.1301735,혼자,중국,0.0060251852744471895,6.498101410252518,2023
6,9,2,,,,,,6.0,,,1,1,848.23,1,1,1,866.6758696,친구,태국,0.0035367765818233262,6.743151825431763,2023
6,7,2,,,,,,6.0,,,1,1,1355.0,1,1,1,530.6367118,친구,태국,0.002214022140221402,7.2115567333138015,2023
6,7,2,,,,,,6.0,,,1,1,1355.0,1,1,1,866.6758696,친구,태국,0.002214022140221402,7.2115567333138015,2023
6,7,2,,,,,,6.0,,,1,1,1355.0,1,1,1,1330.534282,친구,태국,0.002214022140221402,7.2115567333138015,2023
3,9,2,,2.0,,,,,,,1,1,737.03,2,1,1,746.0896687,가족,대만,0.00542718749576001,6.6026285969239815,2023
6,6,2,,,,,,6.0,,,1,1,813.0,1,1,1,866.6758696,친구,태국,0.0036900369003690036,6.70073110954781,2023
3,5,2,,,,,,6.0,,,3,1,1054.0,1,1,1,513.153416,친구,대만,0.0028462998102466793,6.960347729101308,2023
6,7,2,,,,,5.0,,,,1,1,451.67,1,2,1,1009.113772,가족,태국,0.008856023202780791,6.11295182469226,2023
3,5,2,,2.0,,,5.0,,,,3,1,666.5,1,1,1,1052.865607,가족,대만,0.00450112528132033,6.502040139618764,2023
3,7,2,,,,,,6.0,,,1,1,616.9,4,1,1,513.153416,친구,대만,0.009726049602852975,6.424706936215593,2023
3,5,2,,2.0,,,,,,,3,1,1085.0,1,1,1,1129.431776,가족,대만,0.0027649769585253456,6.98933526597456,2023
3,5,2,,,,,,6.0,,,1,1,527.0,1,1,1,755.776471,친구,대만,0.0056925996204933585,6.267200548541362,2023
2,3,2,,,,,5.0,,,,2,1,938.0,2,1,4,1545.124317,가족,일본,0.007462686567164179,6.843749949006225,2023
16,11,2,,,,,,6.0,,,3,1,5505.04,1,1,1,145.6995669,친구,영국,0.0005449551683548167,8.61341931525209,2023
3,6,1,1.0,,,,,,,,1,1,1422.9,4,1,1,513.153416,혼자,대만,0.00421674045962471,7.260452321551646,2023
16,11,2,,2.0,,,,,,,3,1,2488.5,1,1,1,382.0071622,가족,영국,0.0012055455093429777,7.819435398298609,2023
16,10,2,,,,,,6.0,,,3,1,4855.6,1,1,1,925.5067494,친구,영국,0.0006178433149353323,8.487887957023649,2023
2,4,2,,,,,,6.0,,,1,1,398.65,1,1,1,1233.961241,친구,일본,0.007525398218989089,5.988083838948504,2023
2,4,1,1.0,,,,,,,,1,2,716.9,1,1,4,1233.961241,혼자,일본,0.008369368112707491,6.5749363608588265,2023
2,3,2,,,3.0,,,,,,1,1,331.65,1,1,1,1233.961241,가족,일본,0.009045680687471733,5.804080195971565,2023
1,4,1,1.0,,,,,,,,1,1,751.3,1,1,1,783.1301735,혼자,중국,0.003993078663649674,6.621805039375115,2023
6,6,2,,,3.0,,,,,,1,1,653.11,1,2,1,530.6367118,가족,태국,0.006124542573226562,6.481745568382265,2023
5,6,2,,2.0,,,,,,,3,1,1104.61,1,1,1,686.7651507,가족,홍콩,0.0027158906763473083,7.007247610476987,2023
4,11,2,,,,,5.0,,,,1,1,1425.0,2,1,1,797.8550093,가족,미국,0.002807017543859649,7.261927092702751,2023
2,3,2,,,,,,6.0,,,2,1,420.76,1,1,1,1233.961241,친구,일본,0.007129955318946668,6.042062599871073,2023
2,3,1,1.0,,,,,,,,1,1,274.7,4,1,1,1545.124317,혼자,일본,0.02184200946487077,5.615679593101228,2023
6,7,1,1.0,,,,,,,,1,1,4308.9,1,1,1,1009.113772,혼자,태국,0.0006962333774281139,8.368437930105886,2023
1,6,1,1.0,,,,,,,,1,1,907.02,4,1,1,830.439461,혼자,중국,0.006615069127472382,6.810164500588671,2023
2,3,2,,,,,,6.0,,,1,1,542.7,1,1,1,1233.961241,친구,일본,0.005527915975677169,6.296556681069359,2023
2,3,2,,2.0,,,,,,,2,1,509.2,1,1,1,1794.013643,가족,일본,0.00589159465828751,6.232840866683252,2023
2,3,2,,,,,,6.0,,,2,1,891.1,1,1,4,1233.961241,친구,일본,0.006733251038042868,6.792456654618674,2023
5,6,2,,,,,,6.0,,,1,1,1162.07,1,3,1,1156.35405,친구,홍콩,0.004302666792878226,7.057958176561298,2023
2,8,2,,,,,,6.0,,,1,1,2345.0,1,1,4,1794.013643,친구,일본,0.00255863539445629,7.76004068088038,2023
5,3,1,1.0,,,,,,,,1,1,1059.91,1,4,1,753.8986576,혼자,홍콩,0.005660857997377136,6.965939277841046,2023
1,7,1,1.0,,,,,,,,1,1,747.2,4,1,1,830.439461,혼자,중국,0.008029978586723769,6.616332886914633,2023
1,6,1,1.0,,,,,,,,1,1,1427.47,1,1,4,1523.077761,혼자,중국,0.004203240698578604,7.26365892554751,2023
2,3,2,,,,,,6.0,,,1,1,362.47,2,1,1,913.7110026,친구,일본,0.011035396032775126,5.892941712249356,2023
6,5,2,,,,,,6.0,,,1,1,813.0,1,1,1,530.6367118,친구,태국,0.0036900369003690036,6.70073110954781,2023
4,11,1,1.0,,,,,,,,1,2,1050.0,1,1,1,2006.57531,혼자,미국,0.002857142857142857,6.956545443151569,2023
2,3,2,,,,,,6.0,,,2,1,648.9,2,1,1,1545.124317,친구,일본,0.006164278008938203,6.4752786216271225,2023
2,4,2,,,,,,6.0,,,1,1,223.45,2,1,1,1233.961241,친구,일본,0.017901096442157084,5.40918767537946,2023
1,5,1,1.0,,,,,,,,1,1,901.56,1,1,1,1523.077761,혼자,중국,0.003327565553041395,6.80412659616907,2023
2,2,1,1.0,,,,,,,,1,1,455.6,1,1,1,1611.332505,혼자,일본,0.0065847234416154515,6.121615231573027,2023
4,14,2,,2.0,3.0,,,,,,3,1,2450.0,1,1,1,1213.441897,가족,미국,0.0012244897959183673,7.803843303538772,2023
1,5,1,1.0,,,,,,,,1,1,1775.8,1,1,1,1523.077761,혼자,중국,0.001689379434621016,7.482006304598227,2023
1,6,1,1.0,,,,,,,,1,1,887.9,1,1,1,1353.022264,혼자,중국,0.003378758869242032,6.788859124038281,2023
2,7,1,1.0,,,,,,,,1,2,355.1,1,1,1,913.7110026,혼자,일본,0.00844832441565756,5.872399439949042,2023
1,5,2,,2.0,,,,,,,1,1,853.75,1,1,1,1523.077761,가족,중국,0.003513909224011713,6.749638410885,2023
1,4,2,,2.0,,,,,,,1,1,768.38,1,1,1,783.1301735,가족,중국,0.003904318175902548,6.644284402445305,2023
2,5,2,,,,,5.0,,,,1,1,803.33,2,1,1,1233.961241,가족,일본,0.004979273772920219,6.688765588430389,2023
2,4,2,,2.0,,,,,,,2,1,661.96,2,1,1,1611.332505,가족,일본,0.00604266118798719,6.495205131150742,2023
1,31,1,1.0,,,,,,,,1,1,3975.06,1,1,1,1523.077761,혼자,중국,0.0007547055893495948,8.287795121314137,2023
4,8,1,1.0,,,,,,,,1,2,534.0,2,2,1,345.5834753,혼자,미국,0.009363295880149813,6.280395838960195,2023
1,5,2,,2.0,,,,,,,1,1,198.07,1,1,2,1672.039895,가족,중국,0.020194880597768465,5.288620503569173,2023
4,14,2,,,,,,6.0,,,1,1,1477.5,3,3,4,345.5834753,친구,미국,0.00676818950930626,7.298106749280254,2023
4,15,2,,2.0,,,,,,,1,2,3800.0,1,1,1,307.4069758,가족,미국,0.0007894736842105263,8.242756345714477,2023
4,9,2,,,,,,6.0,,,1,1,860.0,2,1,1,345.5834753,친구,미국,0.004651162790697674,6.756932389247553,2023
4,6,2,,2.0,,4.0,,,,,1,2,462.5,1,1,2,2006.57531,가족,미국,0.008648648648648649,6.1366465569524795,2023
1,5,2,,,3.0,,,,,,1,2,1540.85,1,1,1,1313.50431,가족,중국,0.0019469773177142487,7.340089491192323,2023
4,6,2,,2.0,,,,,,,1,1,1425.0,3,1,1,797.8550093,가족,미국,0.0035087719298245615,7.261927092702751,2023
1,4,1,1.0,,,,,,,,1,1,860.58,1,1,1,1353.022264,혼자,중국,0.0034860210555671756,6.757606580534177,2023
1,4,1,1.0,,,,,,,,1,1,840.09,1,1,1,1523.077761,혼자,중국,0.003571045959361497,6.733509028955116,2023
2,3,2,,,,,,6.0,,,2,1,637.84,1,1,1,1233.961241,친구,일본,0.00470337388686818,6.45808746819424,2023
2,4,2,,,3.0,,5.0,,,,2,1,907.85,1,2,4,1233.961241,가족,일본,0.007710524866442694,6.811079166716676,2023
2,4,2,,,3.0,,5.0,,,,1,1,682.06,2,1,4,1545.124317,가족,일본,0.010263026713192389,6.525117630513343,2023
2,3,2,,,,,,6.0,,,1,1,349.74,1,1,1,1794.013643,친구,일본,0.00857780065191285,5.857190021285513,2023
2,3,2,,,,,,6.0,,,2,1,1212.7,2,1,4,1233.961241,친구,일본,0.005772243753607652,7.100604557662746,2023
2,3,2,,,,,,6.0,,,1,1,495.8,1,1,4,1233.961241,친구,일본,0.012101653892698669,6.20617261960109,2023
2,3,2,,2.0,,4.0,,6.0,,,1,1,291.45,1,1,1,1204.913455,가족,일본,0.010293360782295419,5.674868464491559,2023
2,3,2,,,,,5.0,,,,2,1,763.8,1,1,1,1233.961241,가족,일본,0.003927729772191673,6.6383059747914155,2023
3,4,2,,,3.0,,,,,,1,1,596.75,1,1,1,513.153416,가족,대만,0.005027230833682447,6.39149826521894,2023
2,3,2,,,,,,6.0,,,2,1,796.63,1,1,1,1204.913455,친구,일본,0.0037658637008397876,6.6803903300936565,2023
3,7,2,,,,,,6.0,,,1,1,1085.0,1,1,1,755.776471,친구,대만,0.0027649769585253456,6.98933526597456,2023
2,3,2,,,,,,6.0,,,1,1,365.15,1,1,1,1233.961241,친구,일본,0.008215801725318363,5.900308228066119,2023
3,6,2,,,3.0,,5.0,,,,1,1,558.0,1,1,1,1051.332824,가족,대만,0.005376344086021506,6.324358962381311,2023
2,5,2,,2.0,,,,,,,1,1,763.13,2,3,1,1452.899255,가족,일본,0.007862356348197555,6.637428396850057,2023
3,6,2,,,,,,6.0,,,1,1,2263.0,1,1,1,513.153416,친구,대만,0.0013256738842244808,7.724446645633537,2023
5,5,2,,2.0,,,,,,,1,1,925.82,3,1,1,686.7651507,가족,홍콩,0.0054006178306798295,6.83067983130183,2023
1,4,2,,,,,,6.0,,,1,1,1818.15,1,1,1,830.439461,친구,중국,0.0016500288755053212,7.505574779584631,2023
18,6,1,1.0,,,,,,,,1,1,1890.9,1,1,1,354.5394496,혼자,독일,0.0015865460891638901,7.544808185187174,2023
18,11,2,,,3.0,,,,,,1,2,966.46,1,1,1,169.1276645,가족,독일,0.0031041119135815243,6.873639911346004,2023
1,5,2,,,,,,6.0,,,1,1,1147.44,1,1,1,1523.077761,친구,중국,0.0026145157916753815,7.045288652985958,2023
1,5,2,,,,,,6.0,,,1,1,1406.98,1,3,1,1353.022264,친구,중국,0.0035537107848014897,7.24920084237228,2023
5,5,2,,,,,,6.0,,,1,1,1451.71,1,1,1,978.2220023,친구,홍콩,0.002066528438875533,7.2804974509192375,2023
18,8,1,1.0,,,,,,,,1,1,562.02,1,1,1,354.5394496,혼자,독일,0.005337888331376108,6.331537436449094,2023
18,6,2,,2.0,,,,,,,1,1,296.77,2,1,1,349.3391403,가족,독일,0.01347845132594265,5.692957428017367,2023
1,81,2,,,3.0,,,,,,1,2,764.96,1,1,1,830.439461,가족,중국,0.0039217736875130724,6.639823544877793,2023
5,6,1,1.0,,,,,,,,1,1,479.06,1,1,1,239.9076869,혼자,홍콩,0.006262263599549117,6.1718258505267505,2023
5,4,2,,,3.0,,,,,,1,1,571.46,2,2,1,284.7977526,가족,홍콩,0.008749518776467295,6.3481944895342695,2023
5,10,2,,2.0,3.0,,,,,,1,1,1173.24,1,4,1,284.7977526,가족,홍콩,0.005114043162524291,7.06752443130558,2023
5,7,2,,,3.0,,,6.0,,,1,1,1436.63,1,1,1,1156.35405,가족,홍콩,0.0020882203490112275,7.270055372062227,2023
5,3,1,1.0,,,,,,,,1,1,2234.75,1,1,1,527.3676126,혼자,홍콩,0.0013424320393780065,7.711884643967962,2023
5,5,2,,,,,5.0,,,,2,1,1187.61,1,1,1,978.2220023,가족,홍콩,0.002526081794528507,7.079698163197704,2023
4,14,2,,,,,,6.0,,,1,1,2560.0,2,1,1,797.8550093,친구,미국,0.0015625,7.847762537473608,2023
5,6,2,,,,,,6.0,,,1,1,1149.3,1,1,1,527.3676126,친구,홍콩,0.0026102845210127907,7.046908340374713,2023
4,14,2,,,,,5.0,,,,1,1,654.0,1,1,1,345.5834753,가족,미국,0.0045871559633027525,6.483107351457199,2023
5,9,2,,2.0,,,,,,,1,1,718.95,1,1,1,700.9604539,가족,홍콩,0.004172751929897767,6.57779181427375,2023
4,11,2,,,,,5.0,,,,1,2,560.0,1,1,1,1032.575301,가족,미국,0.005357142857142857,6.327936783729195,2023
4,15,2,,,,,5.0,,,,1,1,1600.0,1,1,1,2006.57531,가족,미국,0.001875,7.3777589082278725,2023
4,11,2,,,,4.0,,6.0,,,1,1,1200.0,1,1,1,2006.57531,가족,미국,0.0025,7.090076835776092,2023
4,9,1,1.0,,,,,,,,1,1,1530.0,3,1,1,1503.288407,혼자,미국,0.0032679738562091504,7.333023014386481,2023
4,10,2,,,,,,6.0,,,1,1,2080.0,1,1,1,345.5834753,친구,미국,0.0014423076923076924,7.640123172695364,2023
4,5,2,,2.0,,,,6.0,,,1,1,593.33,1,3,1,307.4069758,가족,미국,0.00842701363490806,6.385750736624712,2023
4,8,2,,2.0,,,,,,,1,2,705.0,1,1,1,2006.57531,가족,미국,0.00425531914893617,6.558197802812269,2023
5,5,2,,,3.0,,5.0,,,,1,1,455.46,1,1,1,284.7977526,가족,홍콩,0.006586747464102227,6.121307897256732,2023
5,6,2,,,,,,6.0,,,1,1,1621.79,1,1,1,978.2220023,친구,홍콩,0.0018498079282767807,7.391285756503039,2023
5,6,1,1.0,,,,,,,,1,1,2170.9,1,1,1,700.9604539,혼자,홍콩,0.00138191533465383,7.68289710709471,2023
5,5,2,,,,,,6.0,,,1,1,4341.8,1,1,1,527.3676126,친구,홍콩,0.000690957667326915,8.376044287654656,2023
5,5,2,,2.0,,,,,,,1,1,810.89,1,1,1,239.9076869,가족,홍콩,0.0036996386686233645,6.6981324098976565,2023
6,3,1,1.0,,,,,,,,1,1,542.0,1,1,1,1039.304955,혼자,태국,0.005535055350553505,6.295266001439646,2023
6,10,2,,2.0,,,,,,,1,1,9549.51,1,1,1,530.6367118,가족,태국,0.00031415224446071057,9.164245123257906,2023
6,4,1,1.0,,,,,,,,1,1,813.0,3,1,1,883.1100076,혼자,태국,0.006150061500615006,6.70073110954781,2023
6,4,1,1.0,,,,,,,,1,1,1056.9,2,1,1,883.1100076,혼자,태국,0.003784653231147696,6.963095374015301,2023
6,5,2,,,,,5.0,,,,1,1,1219.5,1,1,1,530.6367118,가족,태국,0.0024600246002460025,7.106196217655975,2023
1,41,1,1.0,,,,,,,,1,2,928.88,1,1,1,2734.754576,혼자,중국,0.003229695977951942,6.833979559318751,2023
6,8,2,,,,,,6.0,,,1,1,1084.0,1,1,1,883.1100076,친구,태국,0.0027675276752767526,6.988413181999592,2023
6,6,1,1.0,,,,,,,,1,2,542.0,1,1,1,476.5773249,혼자,태국,0.005535055350553505,6.295266001439646,2023
6,3,2,,,,,,6.0,,,1,1,813.0,2,2,1,476.5773249,친구,태국,0.006150061500615006,6.70073110954781,2023
3,8,2,,2.0,,,,,,,1,1,1746.85,1,1,1,390.2923789,가족,대만,0.0017173769928728855,7.465569444970932,2023
3,5,2,,,,,,6.0,,,3,1,1612.0,1,1,1,1052.865607,친구,대만,0.0018610421836228288,7.385230923066573,2023
3,5,2,,,,,,,7.0,,3,1,651.0,1,1,1,1051.332824,직장동료,대만,0.004608294930875576,6.478509642208569,2023
3,5,2,,2.0,,4.0,,,,,3,1,1232.25,1,1,1,755.776471,가족,대만,0.002434570906877663,7.116597045585487,2023
3,5,2,,,3.0,,,,,,3,1,1085.0,1,1,1,513.153416,가족,대만,0.0027649769585253456,6.98933526597456,2023
3,5,2,,,3.0,,,,,,3,1,1162.5,1,1,1,513.153416,가족,대만,0.0025806451612903226,7.058328137461511,2023
18,15,2,,2.0,,,,,,,1,1,1906.66,3,1,1,349.3391403,가족,독일,0.002622386791562208,7.553108299196125,2023
1,6,1,1.0,,,,,,,,1,1,1729.36,1,1,1,830.439461,혼자,중국,0.0017347458019151595,7.455506676849797,2023
1,4,2,,,,,,6.0,,,1,1,1210.28,1,1,1,830.439461,친구,중국,0.002478765244406253,7.098607016779467,2023
18,16,2,,,,,5.0,,,,1,2,144.4,1,1,1,160.7718579,가족,독일,0.02077562326869806,4.972587226458726,2023
1,4,2,,,,,,6.0,,,1,1,993.08,1,1,1,830.439461,친구,중국,0.0030209046602489224,6.900811224747706,2023
1,4,2,,,,,,6.0,,,1,1,616.07,1,1,1,830.439461,친구,중국,0.00486957650916292,6.423360593441034,2023
1,4,2,,,,,,6.0,,,1,1,774.11,1,1,1,830.439461,친구,중국,0.0038754182222164807,6.651713982354847,2023
1,5,2,,,,4.0,,,,,1,1,800.02,1,2,1,2734.754576,가족,중국,0.004999875003124922,6.684636727355432,2023
1,5,2,,2.0,3.0,4.0,,,,,1,1,603.77,1,1,1,1672.039895,가족,중국,0.004968779502128294,6.4031933307121145,2023
2,5,2,,,,,,6.0,,,1,1,335.0,1,1,1,1233.961241,친구,일본,0.008955223880597015,5.814130531825066,2023
1,5,2,,,,,,6.0,,,1,1,953.47,1,1,1,2734.754576,친구,중국,0.003146402089210987,6.860107961514563,2023
1,5,2,,2.0,,,,6.0,,,1,1,1281.31,1,1,1,2745.823132,가족,중국,0.002341353770750248,7.155638271058555,2023
5,7,2,,2.0,,,5.0,,,,1,1,766.2,1,1,1,978.2220023,가족,홍콩,0.003915426781519185,6.641443232266549,2023
5,4,2,,2.0,,,,,,,1,1,544.39,1,1,1,686.7651507,가족,홍콩,0.005510755157148368,6.2996659017621655,2023
16,4,2,,2.0,,,,,,,1,1,940.0,1,1,1,145.6995669,가족,영국,0.0031914893617021275,6.84587987526405,2023
16,14,2,,2.0,,,5.0,6.0,,,1,1,776.9,2,1,1,376.4800493,가족,영국,0.005148667782211353,6.655311641956375,2023
10,5,2,,,3.0,,,,,,1,1,648.81,1,1,1,286.6656013,가족,싱가포르,0.004623849817357932,6.475139915752707,2023
5,8,2,,2.0,,4.0,,,,,1,1,2426.3,1,1,4,700.9604539,가족,홍콩,0.002472901125170012,7.794122742204934,2023
5,6,2,,2.0,3.0,,,,,,1,1,1024.79,1,1,1,1156.35405,가족,홍콩,0.0029274290342411616,6.932242992533354,2023
5,7,2,,,3.0,,,,,,1,1,1902.73,1,1,1,284.7977526,가족,홍콩,0.0015766819254439673,7.551044975989907,2023
5,6,2,,,,,,6.0,,,1,1,5705.64,4,1,1,284.7977526,친구,홍콩,0.0010515910572696488,8.649210438300445,2023
5,6,2,,,,,,,,8.0,1,1,1379.12,1,1,1,527.3676126,기타,홍콩,0.002175300191426417,7.229200893586723,2023
10,6,2,,,,4.0,5.0,,,,1,1,1895.4,1,1,1,763.0500819,가족,싱가포르,0.0015827793605571383,7.547185177036095,2023
4,21,2,,2.0,,,,,,,1,1,2825.0,2,2,1,1032.575301,가족,미국,0.0017699115044247787,7.946263643580541,2023
10,8,2,,,3.0,,,,,,1,1,1272.11,1,1,1,568.1526308,가족,싱가포르,0.002358286626156543,7.148432218148483,2023
10,8,2,,2.0,,,,,,,1,1,918.54,1,1,1,261.191919,가족,싱가포르,0.0032660526487686982,6.822785452972044,2023
10,8,2,,,,,5.0,,,,1,1,1969.03,1,1,1,286.6656013,가족,싱가포르,0.001523592835050761,7.585296314683544,2023
4,11,2,,2.0,,,,,,,1,1,2485.0,2,1,4,797.8550093,가족,미국,0.0028169014084507044,7.818027938530729,2023
4,15,1,1.0,,,,,,,,1,2,2700.0,3,1,1,345.5834753,혼자,미국,0.001851851851851852,7.90100705199242,2023
10,9,2,,,,,,6.0,,,1,1,2515.05,1,1,1,286.6656013,친구,싱가포르,0.0011928192282459592,7.830047963051927,2023
10,9,2,,,,,5.0,,,,1,1,1283.04,1,2,1,286.6656013,가족,싱가포르,0.003117595710188303,7.156987541058719,2023
4,17,2,,,,,5.0,,,,1,1,1465.0,1,3,1,345.5834753,가족,미국,0.0034129692832764505,7.289610521451167,2023
4,9,2,,2.0,3.0,,,,,,1,2,926.67,2,1,1,1032.575301,가족,미국,0.004316531235499153,6.8315975151324055,2023
1,4,2,,,,4.0,5.0,,,,1,1,463.53,1,1,1,2734.754576,가족,중국,0.006472073004983496,6.138871107830436,2023
4,7,2,,,3.0,,5.0,,,,1,1,1437.5,1,3,1,345.5834753,가족,미국,0.0034782608695652175,7.270660772671506,2023
1,7,2,,,,,,6.0,,,1,1,1102.36,1,1,1,1672.039895,친구,중국,0.0027214340142966004,7.00520861513085,2023
4,4,2,,,,,,6.0,,,1,1,274.5,2,1,1,345.5834753,친구,미국,0.014571948998178506,5.614951260949585,2023
1,5,2,,,,,,6.0,,,1,1,1584.56,1,1,1,830.439461,친구,중국,0.0018932700560407938,7.368062045249008,2023
3,5,1,1.0,,,,,,,,3,1,496.0,1,1,1,390.2923789,혼자,대만,0.006048387096774193,6.206575926724928,2023
1,5,2,,,,,,6.0,,,1,1,994.45,1,1,1,1523.077761,친구,중국,0.0030167429232238925,6.902189820509255,2023
1,5,2,,,,,,6.0,,,1,1,1297.7,1,1,1,830.439461,친구,중국,0.0023117823842182324,7.1683487457431845,2023
1,5,2,,,,,,6.0,,,1,1,656.77,1,1,1,830.439461,친구,중국,0.004567809126482635,6.487333881090166,2023
1,4,2,,2.0,,,,,,,1,1,454.2,1,1,1,783.1301735,가족,중국,0.0066050198150594455,6.118537629671458,2023
1,4,2,,,,,,6.0,,,1,1,525.91,1,1,1,830.439461,친구,중국,0.005704398090928106,6.265130095436382,2023
1,6,1,1.0,,,,,,,,1,2,999.91,1,1,1,1672.039895,혼자,중국,0.003000270024302187,6.907665274931894,2023
1,4,2,,,,,,6.0,,,1,1,704.86,1,1,1,830.439461,친구,중국,0.004256164344692563,6.5579992015320565,2023
1,5,2,,,,,,6.0,,,1,1,1885.08,1,1,4,1523.077761,친구,중국,0.003182888789865682,7.541725539299849,2023
1,4,2,,,,,,6.0,,,1,1,532.74,1,1,1,830.439461,친구,중국,0.005631264782070053,6.27803350027229,2023
1,4,1,1.0,,,,,,,,1,1,5972.15,1,1,1,1313.50431,혼자,중국,0.0005023316561037482,8.694862275557313,2023
1,5,2,,2.0,,,,,,,1,2,642.02,1,1,1,1313.50431,가족,중국,0.004672751627675151,6.464619455852702,2023
1,4,1,1.0,,,,,,,,1,1,437.12,1,1,3,783.1301735,혼자,중국,0.011438506588579795,6.080207756942371,2023
1,4,2,,,,,,6.0,,,1,1,2076.32,1,1,1,1523.077761,친구,중국,0.001444863990136395,7.63835237498892,2023
1,5,2,,2.0,,4.0,,,,,1,1,505.42,1,1,1,1353.022264,가족,중국,0.005935657472992758,6.2253897667868685,2023
1,5,2,,,,,,6.0,,,1,1,327.84,1,1,1,783.1301735,친구,중국,0.009150805270863836,5.79252568449059,2023
1,4,2,,,,,,6.0,,,1,1,1159.05,1,1,2,1523.077761,친구,중국,0.003451102195763772,7.055355983047702,2023
1,5,2,,2.0,,4.0,,,,,1,1,573.72,1,1,1,1313.50431,가족,중국,0.005229031583350763,6.352141472426013,2023
1,5,2,,,,,,6.0,,,1,1,144.4,2,1,1,1523.077761,친구,중국,0.027700831024930747,4.972587226458726,2023
1,2,2,,,,,,6.0,,,1,1,348.33,1,1,1,830.439461,친구,중국,0.008612522607871846,5.8531503063070245,2023
2,4,2,,,,,,,7.0,,3,1,1144.36,1,1,1,1233.961241,직장동료,일본,0.0026215526582543955,7.0426008077513895,2023
1,3,2,,2.0,,,,,,,1,1,457.61,1,1,1,783.1301735,가족,중국,0.0065558007910666285,6.126017292973665,2023
1,4,2,,,,,,6.0,,,1,1,480.83,2,1,1,783.1301735,친구,중국,0.008318948484911508,6.175513777281104,2023
2,3,2,,,,,,,7.0,,2,1,760.45,1,3,1,913.7110026,직장동료,일본,0.006575054244197514,6.633910363318378,2023
